x,y,R,s,phi,sigma_xx,sigma_yy,tau_xy,epsilon_xx,epsilon_yy,epsilon_xy
1.000000,-1.680000,0.323883,0.080000,-0.009892,-0.002325,-0.000087,-0.000705,-0.000000,0.000000,-0.000000
1.080000,-1.680000,0.321403,0.080000,-0.009795,-0.002700,0.000300,-0.000677,-0.000000,0.000000,-0.000000
1.160000,-1.680000,0.320156,0.080000,-0.009696,-0.003147,0.000758,-0.000608,-0.000000,0.000000,-0.000000
1.240000,-1.680000,0.320156,0.080000,-0.009592,-0.003682,0.001302,-0.000481,-0.000000,0.000000,-0.000000
1.320000,-1.680000,0.321403,0.080000,-0.009480,-0.004324,0.001949,-0.000270,-0.000000,0.000000,-0.000000
1.400000,-1.680000,0.323883,0.080000,-0.009355,-0.005094,0.002719,0.000060,-0.000000,0.000000,0.000000
1.480000,-1.680000,0.321403,0.080000,-0.009213,-0.006019,0.003636,0.000563,-0.000000,0.000000,0.000000
1.560000,-1.680000,0.320156,0.080000,-0.009048,-0.007126,0.004723,0.001320,-0.000000,0.000000,0.000000
1.640000,-1.680000,0.320156,0.080000,-0.008852,-0.008439,0.006001,0.002451,-0.000000,0.000000,0.000000
1.720000,-1.680000,0.321403,0.080000,-0.008617,-0.009967,0.007469,0.004143,-0.000000,0.000000,0.000000
1.800000,-1.680000,0.323883,0.080000,-0.008335,-0.011670,0.009080,0.006680,-0.000000,0.000000,0.000000
1.880000,-1.680000,0.321403,0.080000,-0.007995,-0.013389,0.010659,0.010490,-0.000000,0.000000,0.000000
1.960000,-1.680000,0.320156,0.080000,-0.007588,-0.014661,0.011640,0.016249,-0.000000,0.000000,0.000000
2.040000,-1.680000,0.320156,0.080000,-0.007106,-0.014493,0.011278,0.024593,-0.000000,0.000000,0.000000
2.120000,-1.680000,0.321403,0.080000,-0.006554,-0.010465,0.006833,0.036388,-0.000000,0.000000,0.000000
-2.120000,-1.600000,0.383275,0.080000,-0.017274,-0.000171,-0.003136,-0.028525,0.000000,-0.000000,-0.000000
-2.040000,-1.600000,0.400125,0.080000,-0.017248,-0.006014,0.002957,-0.021696,-0.000000,0.000000,-0.000000
-1.960000,-1.600000,0.400125,0.080000,-0.017205,-0.008472,0.005584,-0.015894,-0.000000,0.000000,-0.000000
-1.880000,-1.600000,0.401123,0.080000,-0.017126,-0.009055,0.006329,-0.011222,-0.000000,0.000000,-0.000000
-1.800000,-1.600000,0.403113,0.080000,-0.017009,-0.008709,0.006064,-0.007815,-0.000000,0.000000,-0.000000
-1.720000,-1.600000,0.401123,0.080000,-0.016853,-0.007970,0.005384,-0.005350,-0.000000,0.000000,-0.000000
-1.640000,-1.600000,0.400125,0.080000,-0.016662,-0.007108,0.004561,-0.003587,-0.000000,0.000000,-0.000000
-1.560000,-1.600000,0.400125,0.080000,-0.016443,-0.006252,0.003730,-0.002332,-0.000000,0.000000,-0.000000
-1.480000,-1.600000,0.401123,0.080000,-0.016200,-0.005460,0.002951,-0.001442,-0.000000,0.000000,-0.000000
-1.400000,-1.600000,0.403113,0.080000,-0.015937,-0.004754,0.002250,-0.000812,-0.000000,0.000000,-0.000000
-1.320000,-1.600000,0.401123,0.080000,-0.015661,-0.004136,0.001631,-0.000369,-0.000000,0.000000,-0.000000
-1.240000,-1.600000,0.400125,0.080000,-0.015374,-0.003602,0.001091,-0.000060,-0.000000,0.000000,-0.000000
-1.160000,-1.600000,0.400125,0.080000,-0.015079,-0.003142,0.000624,0.000151,-0.000000,0.000000,0.000000
-1.080000,-1.600000,0.401123,0.080000,-0.014781,-0.002749,0.000221,0.000291,-0.000000,0.000000,0.000000
-1.000000,-1.600000,0.403113,0.080000,-0.014481,-0.002413,-0.000126,0.000378,-0.000000,0.000000,0.000000
-0.920000,-1.600000,0.401123,0.080000,-0.014183,-0.002127,-0.000425,0.000427,-0.000000,0.000000,0.000000
-0.840000,-1.600000,0.400125,0.080000,-0.013886,-0.001883,-0.000680,0.000447,-0.000000,0.000000,0.000000
-0.760000,-1.600000,0.400125,0.080000,-0.013594,-0.001676,-0.000898,0.000445,-0.000000,-0.000000,0.000000
-0.680000,-1.600000,0.401123,0.080000,-0.013308,-0.001501,-0.001084,0.000428,-0.000000,-0.000000,0.000000
-0.600000,-1.600000,0.403113,0.080000,-0.013029,-0.001355,-0.001241,0.000398,-0.000000,-0.000000,0.000000
-0.520000,-1.600000,0.401123,0.080000,-0.012757,-0.001233,-0.001372,0.000359,-0.000000,-0.000000,0.000000
-0.440000,-1.600000,0.400125,0.080000,-0.012495,-0.001132,-0.001480,0.000313,-0.000000,-0.000000,0.000000
-0.360000,-1.600000,0.400125,0.080000,-0.012242,-0.001052,-0.001567,0.000262,-0.000000,-0.000000,0.000000
-0.280000,-1.600000,0.401123,0.080000,-0.011998,-0.000989,-0.001635,0.000207,-0.000000,-0.000000,0.000000
-0.200000,-1.600000,0.403113,0.080000,-0.011766,-0.000944,-0.001685,0.000150,-0.000000,-0.000000,0.000000
-0.120000,-1.600000,0.401123,0.080000,-0.011544,-0.000914,-0.001717,0.000091,-0.000000,-0.000000,0.000000
-0.040000,-1.600000,0.400125,0.080000,-0.011333,-0.000899,-0.001734,0.000030,-0.000000,-0.000000,0.000000
0.040000,-1.600000,0.400125,0.080000,-0.011133,-0.000899,-0.001734,-0.000030,-0.000000,-0.000000,-0.000000
0.120000,-1.600000,0.401123,0.080000,-0.010944,-0.000914,-0.001717,-0.000090,-0.000000,-0.000000,-0.000000
0.200000,-1.600000,0.403113,0.080000,-0.010766,-0.000944,-0.001685,-0.000150,-0.000000,-0.000000,-0.000000
0.280000,-1.600000,0.401123,0.080000,-0.010599,-0.000989,-0.001635,-0.000207,-0.000000,-0.000000,-0.000000
0.360000,-1.600000,0.400125,0.080000,-0.010442,-0.001052,-0.001567,-0.000262,-0.000000,-0.000000,-0.000000
0.440000,-1.600000,0.400125,0.080000,-0.010295,-0.001132,-0.001480,-0.000313,-0.000000,-0.000000,-0.000000
0.520000,-1.600000,0.401123,0.080000,-0.010158,-0.001232,-0.001372,-0.000359,-0.000000,-0.000000,-0.000000
0.600000,-1.600000,0.403113,0.080000,-0.010030,-0.001354,-0.001241,-0.000398,-0.000000,-0.000000,-0.000000
0.680000,-1.600000,0.401123,0.080000,-0.009909,-0.001501,-0.001084,-0.000428,-0.000000,-0.000000,-0.000000
0.760000,-1.600000,0.400125,0.080000,-0.009795,-0.001676,-0.000899,-0.000445,-0.000000,-0.000000,-0.000000
0.840000,-1.600000,0.400125,0.080000,-0.009687,-0.001882,-0.000681,-0.000447,-0.000000,0.000000,-0.000000
0.920000,-1.600000,0.401123,0.080000,-0.009584,-0.002126,-0.000425,-0.000427,-0.000000,0.000000,-0.000000
1.000000,-1.600000,0.403113,0.080000,-0.009483,-0.002412,-0.000127,-0.000378,-0.000000,0.000000,-0.000000
1.080000,-1.600000,0.401123,0.080000,-0.009383,-0.002748,0.000220,-0.000291,-0.000000,0.000000,-0.000000
1.160000,-1.600000,0.400125,0.080000,-0.009281,-0.003141,0.000623,-0.000151,-0.000000,0.000000,-0.000000
1.240000,-1.600000,0.400125,0.080000,-0.009175,-0.003600,0.001090,0.000060,-0.000000,0.000000,0.000000
1.320000,-1.600000,0.401123,0.080000,-0.009063,-0.004134,0.001629,0.000368,-0.000000,0.000000,0.000000
1.400000,-1.600000,0.403113,0.080000,-0.008939,-0.004751,0.002248,0.000811,-0.000000,0.000000,0.000000
1.480000,-1.600000,0.401123,0.080000,-0.008802,-0.005457,0.002949,0.001441,-0.000000,0.000000,0.000000
1.560000,-1.600000,0.400125,0.080000,-0.008645,-0.006248,0.003727,0.002331,-0.000000,0.000000,0.000000
1.640000,-1.600000,0.400125,0.080000,-0.008465,-0.007104,0.004557,0.003585,-0.000000,0.000000,0.000000
1.720000,-1.600000,0.401123,0.080000,-0.008255,-0.007966,0.005380,0.005347,-0.000000,0.000000,0.000000
1.800000,-1.600000,0.403113,0.080000,-0.008012,-0.008704,0.006059,0.007810,-0.000000,0.000000,0.000000
1.880000,-1.600000,0.401123,0.080000,-0.007730,-0.009049,0.006323,0.011216,-0.000000,0.000000,0.000000
1.960000,-1.600000,0.400125,0.080000,-0.007408,-0.008466,0.005578,0.015884,-0.000000,0.000000,0.000000
2.040000,-1.600000,0.400125,0.080000,-0.007052,-0.006009,0.002952,0.021682,-0.000000,0.000000,0.000000
2.120000,-1.600000,0.383275,0.080000,-0.006679,-0.000168,-0.003138,0.028504,0.000000,-0.000000,0.000000
-2.120000,-1.520000,0.381182,0.080000,-0.017403,0.004569,-0.007740,-0.021047,0.000000,-0.000000,-0.000000
-2.040000,-1.520000,0.460977,0.080000,-0.017234,-0.000844,-0.002120,-0.017673,0.000000,-0.000000,-0.000000
-1.960000,-1.520000,0.480104,0.080000,-0.017080,-0.004005,0.001136,-0.014053,-0.000000,0.000000,-0.000000
-1.880000,-1.520000,0.480937,0.080000,-0.016919,-0.005556,0.002809,-0.010688,-0.000000,0.000000,-0.000000
-1.800000,-1.520000,0.482597,0.080000,-0.016741,-0.006091,0.003388,-0.007960,-0.000000,0.000000,-0.000000
-1.720000,-1.520000,0.480937,0.080000,-0.016542,-0.006065,0.003397,-0.005822,-0.000000,0.000000,-0.000000
-1.640000,-1.520000,0.480104,0.080000,-0.016321,-0.005746,0.003103,-0.004189,-0.000000,0.000000,-0.000000
-1.560000,-1.520000,0.480104,0.080000,-0.016080,-0.005294,0.002666,-0.002960,-0.000000,0.000000,-0.000000
-1.480000,-1.520000,0.480937,0.080000,-0.015823,-0.004799,0.002179,-0.002043,-0.000000,0.000000,-0.000000
-1.400000,-1.520000,0.482597,0.080000,-0.015552,-0.004310,0.001692,-0.001362,-0.000000,0.000000,-0.000000
-1.320000,-1.520000,0.480937,0.080000,-0.015270,-0.003851,0.001230,-0.000861,-0.000000,0.000000,-0.000000
-1.240000,-1.520000,0.480104,0.080000,-0.014980,-0.003434,0.000807,-0.000493,-0.000000,0.000000,-0.000000
-1.160000,-1.520000,0.480104,0.080000,-0.014684,-0.003060,0.000425,-0.000227,-0.000000,0.000000,-0.000000
-1.080000,-1.520000,0.480937,0.080000,-0.014386,-0.002731,0.000086,-0.000037,-0.000000,0.000000,-0.000000
-1.000000,-1.520000,0.482597,0.080000,-0.014088,-0.002442,-0.000214,0.000096,-0.000000,0.000000,0.000000
-0.920000,-1.520000,0.480937,0.080000,-0.013791,-0.002191,-0.000476,0.000184,-0.000000,0.000000,0.000000
-0.840000,-1.520000,0.480104,0.080000,-0.013497,-0.001973,-0.000704,0.000239,-0.000000,0.000000,0.000000
-0.760000,-1.520000,0.480104,0.080000,-0.013207,-0.001786,-0.000902,0.000268,-0.000000,-0.000000,0.000000
-0.680000,-1.520000,0.480937,0.080000,-0.012923,-0.001627,-0.001072,0.000277,-0.000000,-0.000000,0.000000
-0.600000,-1.520000,0.482597,0.080000,-0.012646,-0.001491,-0.001217,0.000272,-0.000000,-0.000000,0.000000
-0.520000,-1.520000,0.480937,0.080000,-0.012376,-0.001378,-0.001339,0.000254,-0.000000,-0.000000,0.000000
-0.440000,-1.520000,0.480104,0.080000,-0.012116,-0.001284,-0.001440,0.000228,-0.000000,-0.000000,0.000000
-0.360000,-1.520000,0.480104,0.080000,-0.011864,-0.001208,-0.001522,0.000194,-0.000000,-0.000000,0.000000
-0.280000,-1.520000,0.480937,0.080000,-0.011622,-0.001149,-0.001586,0.000156,-0.000000,-0.000000,0.000000
-0.200000,-1.520000,0.482597,0.080000,-0.011390,-0.001106,-0.001633,0.000114,-0.000000,-0.000000,0.000000
-0.120000,-1.520000,0.480937,0.080000,-0.011169,-0.001077,-0.001664,0.000069,-0.000000,-0.000000,0.000000
-0.040000,-1.520000,0.480104,0.080000,-0.010958,-0.001063,-0.001680,0.000023,-0.000000,-0.000000,0.000000
0.040000,-1.520000,0.480104,0.080000,-0.010758,-0.001063,-0.001680,-0.000023,-0.000000,-0.000000,-0.000000
0.120000,-1.520000,0.480937,0.080000,-0.010569,-0.001077,-0.001664,-0.000069,-0.000000,-0.000000,-0.000000
0.200000,-1.520000,0.482597,0.080000,-0.010391,-0.001105,-0.001633,-0.000114,-0.000000,-0.000000,-0.000000
0.280000,-1.520000,0.480937,0.080000,-0.010222,-0.001149,-0.001586,-0.000156,-0.000000,-0.000000,-0.000000
0.360000,-1.520000,0.480104,0.080000,-0.010064,-0.001208,-0.001522,-0.000194,-0.000000,-0.000000,-0.000000
0.440000,-1.520000,0.480104,0.080000,-0.009916,-0.001283,-0.001440,-0.000228,-0.000000,-0.000000,-0.000000
0.520000,-1.520000,0.480937,0.080000,-0.009777,-0.001377,-0.001339,-0.000254,-0.000000,-0.000000,-0.000000
0.600000,-1.520000,0.482597,0.080000,-0.009646,-0.001491,-0.001217,-0.000272,-0.000000,-0.000000,-0.000000
0.680000,-1.520000,0.480937,0.080000,-0.009524,-0.001626,-0.001072,-0.000277,-0.000000,-0.000000,-0.000000
0.760000,-1.520000,0.480104,0.080000,-0.009408,-0.001786,-0.000902,-0.000268,-0.000000,-0.000000,-0.000000
0.840000,-1.520000,0.480104,0.080000,-0.009298,-0.001973,-0.000705,-0.000239,-0.000000,0.000000,-0.000000
0.920000,-1.520000,0.480937,0.080000,-0.009192,-0.002190,-0.000477,-0.000184,-0.000000,0.000000,-0.000000
1.000000,-1.520000,0.482597,0.080000,-0.009089,-0.002441,-0.000215,-0.000096,-0.000000,0.000000,-0.000000
1.080000,-1.520000,0.480937,0.080000,-0.008988,-0.002729,0.000084,0.000037,-0.000000,0.000000,0.000000
1.160000,-1.520000,0.480104,0.080000,-0.008886,-0.003059,0.000424,0.000226,-0.000000,0.000000,0.000000
1.240000,-1.520000,0.480104,0.080000,-0.008781,-0.003432,0.000805,0.000493,-0.000000,0.000000,0.000000
1.320000,-1.520000,0.480937,0.080000,-0.008671,-0.003850,0.001229,0.000860,-0.000000,0.000000,0.000000
1.400000,-1.520000,0.482597,0.080000,-0.008554,-0.004308,0.001690,0.001361,-0.000000,0.000000,0.000000
1.480000,-1.520000,0.480937,0.080000,-0.008425,-0.004797,0.002177,0.002041,-0.000000,0.000000,0.000000
1.560000,-1.520000,0.480104,0.080000,-0.008283,-0.005292,0.002664,0.002958,-0.000000,0.000000,0.000000
1.640000,-1.520000,0.480104,0.080000,-0.008123,-0.005743,0.003100,0.004187,-0.000000,0.000000,0.000000
1.720000,-1.520000,0.480937,0.080000,-0.007944,-0.006062,0.003393,0.005818,-0.000000,0.000000,0.000000
1.800000,-1.520000,0.482597,0.080000,-0.007744,-0.006088,0.003385,0.007955,-0.000000,0.000000,0.000000
1.880000,-1.520000,0.480937,0.080000,-0.007522,-0.005553,0.002805,0.010681,-0.000000,0.000000,0.000000
1.960000,-1.520000,0.480104,0.080000,-0.007283,-0.004002,0.001133,0.014043,-0.000000,0.000000,0.000000
2.040000,-1.520000,0.460977,0.080000,-0.007038,-0.000842,-0.002121,0.017660,0.000000,-0.000000,0.000000
2.120000,-1.520000,0.381182,0.080000,-0.006807,0.004567,-0.007738,0.021031,0.000000,-0.000000,0.000000
-2.120000,-1.440000,0.380132,0.080000,-0.017504,0.006517,-0.009356,-0.014949,0.000000,-0.000000,-0.000000
-2.040000,-1.440000,0.460109,0.080000,-0.017227,0.002052,-0.004816,-0.013657,0.000000,-0.000000,-0.000000
-1.960000,-1.440000,0.540093,0.080000,-0.016981,-0.001006,-0.001738,-0.011671,-0.000000,-0.000000,-0.000000
-1.880000,-1.440000,0.560803,0.080000,-0.016747,-0.002894,0.000218,-0.009487,-0.000000,0.000000,-0.000000
-1.800000,-1.440000,0.562228,0.080000,-0.016512,-0.003904,0.001228,-0.007496,-0.000000,0.000000,-0.000000
-1.720000,-1.440000,0.560803,0.080000,-0.016269,-0.004347,0.001671,-0.005796,-0.000000,0.000000,-0.000000
-1.640000,-1.440000,0.560089,0.080000,-0.016016,-0.004436,0.001757,-0.004405,-0.000000,0.000000,-0.000000
-1.560000,-1.440000,0.560089,0.080000,-0.015752,-0.004317,0.001633,-0.003296,-0.000000,0.000000,-0.000000
-1.480000,-1.440000,0.560803,0.080000,-0.015477,-0.004085,0.001393,-0.002427,-0.000000,0.000000,-0.000000
-1.400000,-1.440000,0.562228,0.080000,-0.015194,-0.003799,0.001098,-0.001753,-0.000000,0.000000,-0.000000
-1.320000,-1.440000,0.560803,0.080000,-0.014903,-0.003497,0.000785,-0.001235,-0.000000,0.000000,-0.000000
-1.240000,-1.440000,0.560089,0.080000,-0.014608,-0.003199,0.000475,-0.000840,-0.000000,0.000000,-0.000000
-1.160000,-1.440000,0.560089,0.080000,-0.014309,-0.002917,0.000181,-0.000542,-0.000000,0.000000,-0.000000
-1.080000,-1.440000,0.560803,0.080000,-0.014009,-0.002657,-0.000091,-0.000318,-0.000000,0.000000,-0.000000
-1.000000,-1.440000,0.562228,0.080000,-0.013710,-0.002422,-0.000339,-0.000153,-0.000000,0.000000,-0.000000
-0.920000,-1.440000,0.560803,0.080000,-0.013413,-0.002212,-0.000561,-0.000034,-0.000000,0.000000,-0.000000
-0.840000,-1.440000,0.560089,0.080000,-0.013119,-0.002027,-0.000759,0.000049,-0.000000,0.000000,0.000000
-0.760000,-1.440000,0.560089,0.080000,-0.012831,-0.001865,-0.000932,0.000104,-0.000000,-0.000000,0.000000
-0.680000,-1.440000,0.560803,0.080000,-0.012548,-0.001724,-0.001084,0.000137,-0.000000,-0.000000,0.000000
-0.600000,-1.440000,0.562228,0.080000,-0.012272,-0.001603,-0.001214,0.000152,-0.000000,-0.000000,0.000000
-0.520000,-1.440000,0.560803,0.080000,-0.012004,-0.001501,-0.001325,0.000154,-0.000000,-0.000000,0.000000
-0.440000,-1.440000,0.560089,0.080000,-0.011745,-0.001416,-0.001417,0.000146,-0.000000,-0.000000,0.000000
-0.360000,-1.440000,0.560089,0.080000,-0.011494,-0.001347,-0.001493,0.000129,-0.000000,-0.000000,0.000000
-0.280000,-1.440000,0.560803,0.080000,-0.011253,-0.001292,-0.001552,0.000106,-0.000000,-0.000000,0.000000
-0.200000,-1.440000,0.562228,0.080000,-0.011022,-0.001252,-0.001596,0.000079,-0.000000,-0.000000,0.000000
-0.120000,-1.440000,0.560803,0.080000,-0.010801,-0.001226,-0.001625,0.000049,-0.000000,-0.000000,0.000000
-0.040000,-1.440000,0.560089,0.080000,-0.010591,-0.001213,-0.001639,0.000016,-0.000000,-0.000000,0.000000
0.040000,-1.440000,0.560089,0.080000,-0.010391,-0.001213,-0.001639,-0.000016,-0.000000,-0.000000,-0.000000
0.120000,-1.440000,0.560803,0.080000,-0.010202,-0.001226,-0.001625,-0.000049,-0.000000,-0.000000,-0.000000
0.200000,-1.440000,0.562228,0.080000,-0.010022,-0.001252,-0.001596,-0.000079,-0.000000,-0.000000,-0.000000
0.280000,-1.440000,0.560803,0.080000,-0.009854,-0.001292,-0.001552,-0.000106,-0.000000,-0.000000,-0.000000
0.360000,-1.440000,0.560089,0.080000,-0.009695,-0.001346,-0.001493,-0.000129,-0.000000,-0.000000,-0.000000
0.440000,-1.440000,0.560089,0.080000,-0.009545,-0.001415,-0.001418,-0.000146,-0.000000,-0.000000,-0.000000
0.520000,-1.440000,0.560803,0.080000,-0.009405,-0.001501,-0.001325,-0.000154,-0.000000,-0.000000,-0.000000
0.600000,-1.440000,0.562228,0.080000,-0.009273,-0.001603,-0.001214,-0.000152,-0.000000,-0.000000,-0.000000
0.680000,-1.440000,0.560803,0.080000,-0.009149,-0.001723,-0.001084,-0.000137,-0.000000,-0.000000,-0.000000
0.760000,-1.440000,0.560089,0.080000,-0.009032,-0.001864,-0.000933,-0.000104,-0.000000,-0.000000,-0.000000
0.840000,-1.440000,0.560089,0.080000,-0.008920,-0.002026,-0.000759,-0.000049,-0.000000,0.000000,-0.000000
0.920000,-1.440000,0.560803,0.080000,-0.008814,-0.002212,-0.000562,0.000034,-0.000000,0.000000,0.000000
1.000000,-1.440000,0.562228,0.080000,-0.008711,-0.002421,-0.000340,0.000153,-0.000000,0.000000,0.000000
1.080000,-1.440000,0.560803,0.080000,-0.008611,-0.002656,-0.000092,0.000318,-0.000000,0.000000,0.000000
1.160000,-1.440000,0.560089,0.080000,-0.008510,-0.002916,0.000180,0.000541,-0.000000,0.000000,0.000000
1.240000,-1.440000,0.560089,0.080000,-0.008409,-0.003197,0.000474,0.000840,-0.000000,0.000000,0.000000
1.320000,-1.440000,0.560803,0.080000,-0.008305,-0.003495,0.000784,0.001235,-0.000000,0.000000,0.000000
1.400000,-1.440000,0.562228,0.080000,-0.008196,-0.003797,0.001097,0.001752,-0.000000,0.000000,0.000000
1.480000,-1.440000,0.560803,0.080000,-0.008079,-0.004083,0.001392,0.002425,-0.000000,0.000000,0.000000
1.560000,-1.440000,0.560089,0.080000,-0.007954,-0.004315,0.001631,0.003294,-0.000000,0.000000,0.000000
1.640000,-1.440000,0.560089,0.080000,-0.007818,-0.004434,0.001755,0.004402,-0.000000,0.000000,0.000000
1.720000,-1.440000,0.560803,0.080000,-0.007672,-0.004345,0.001669,0.005792,-0.000000,0.000000,0.000000
1.800000,-1.440000,0.562228,0.080000,-0.007514,-0.003902,0.001226,0.007491,-0.000000,0.000000,0.000000
1.880000,-1.440000,0.560803,0.080000,-0.007350,-0.002893,0.000216,0.009480,-0.000000,0.000000,0.000000
1.960000,-1.440000,0.540093,0.080000,-0.007184,-0.001006,-0.001739,0.011662,-0.000000,-0.000000,0.000000
2.040000,-1.440000,0.460109,0.080000,-0.007030,0.002050,-0.004815,0.013647,0.000000,-0.000000,0.000000
2.120000,-1.440000,0.380132,0.080000,-0.006907,0.006512,-0.009351,0.014938,0.000000,-0.000000,0.000000
-2.120000,-1.360000,0.380132,0.080000,-0.017564,0.006699,-0.009388,-0.010465,0.000000,-0.000000,-0.000000
-2.040000,-1.360000,0.460109,0.080000,-0.017208,0.003279,-0.005967,-0.010287,0.000000,-0.000000,-0.000000
-1.960000,-1.360000,0.540093,0.080000,-0.016890,0.000662,-0.003377,-0.009352,0.000000,-0.000000,-0.000000
-1.880000,-1.360000,0.620081,0.080000,-0.016594,-0.001175,-0.001505,-0.008051,-0.000000,-0.000000,-0.000000
-1.800000,-1.360000,0.641950,0.080000,-0.016308,-0.002340,-0.000359,-0.006695,-0.000000,0.000000,-0.000000
-1.720000,-1.360000,0.640703,0.080000,-0.016025,-0.003018,0.000301,-0.005426,-0.000000,0.000000,-0.000000
-1.640000,-1.360000,0.640078,0.080000,-0.015740,-0.003354,0.000621,-0.004313,-0.000000,0.000000,-0.000000
-1.560000,-1.360000,0.640078,0.080000,-0.015451,-0.003463,0.000714,-0.003374,-0.000000,0.000000,-0.000000
-1.480000,-1.360000,0.640703,0.080000,-0.015157,-0.003427,0.000662,-0.002602,-0.000000,0.000000,-0.000000
-1.400000,-1.360000,0.641950,0.080000,-0.014860,-0.003304,0.000523,-0.001977,-0.000000,0.000000,-0.000000
