-0.0635941,-0.0373666,-0.025784,-0.0192361,-0.0146249,-0.0110584,-0.0081485,-0.00569021,-0.00356181,-0.00168506,-6.63644e-06,0.00151142,0.00289713,0.00417173,0.00535174,0.00645023,0.00747775,0.00844292,0.00935287,0.0102136,0.0106358,0.0106775,0.0107602,0.0108827,0.0110432,0.0112394,0.0114685,0.0117278,0.0120142,0.0123244,0.0126556,0.0130046,0.0133687,0.0137452,0.0141317,0.014526,0.014926,0.0153302,0.0157369,0.0161447,0.01615,0.0157534,0.0153592,0.0149687,0.0145835,0.0142055,0.0138367,0.0134792,0.0131356,0.0128083,0.0125001,0.0122139,0.0119525,0.0117188,0.0115156,0.0113454,0.0112104,0.0111126,0.0110533,0.0110334,0.0106323,0.00979486,0.00891089,0.00797496,0.00698057,0.00591993,0.0047836,0.00355994,0.00223442,0.000788566,-0.000801638,-0.00256817,-0.00455496,-0.00682462,-0.00947081,-0.0126427,-0.0165989,-0.0218465,-0.0295695,-0.0419761,0.00654507,0.00567341,0.00461811,0.00351156,0.00256143,0.0020173,0.00205742,0.00266769,0.00365232,0.00476237,0.00579968,0.00664103,0.00722032,0.00750597,0.00748591,0.00716092
-0.0373666,-0.0635941,-0.0373666,-0.025784,-0.0192361,-0.0146249,-0.0110584,-0.0081485,-0.00569021,-0.00356181,-0.00168506,-6.63644e-06,0.00151142,0.00289713,0.00417173,0.00535174,0.00645023,0.00747775,0.00844292,0.00935287,0.00979873,0.00984503,0.00993683,0.0100726,0.01025,0.0104665,0.0107186,0.0110031,0.0113162,0.0116543,0.0120139,0.0123916,0.0127841,0.0131886,0.0136023,0.014023,0.0144485,0.014877,0.0153069,0.0157368,0.0157534,0.0153592,0.0149687,0.0145835,0.0142055,0.0138367,0.0134792,0.0131356,0.0128083,0.0125001,0.0122139,0.0119525,0.0117188,0.0115156,0.0113454,0.0112104,0.0111126,0.0110533,0.0110334,0.0110533,0.0106741,0.00984123,0.00896269,0.00803321,0.00704654,0.00599527,0.00487045,0.00366115,0.00235386,0.000931625,-0.000627223,-0.0023509,-0.00427697,-0.00645665,-0.00896155,-0.0118938,-0.0153981,-0.019653,-0.0246753,-0.0291453,0.00574283,0.00480087,0.00367584,0.00251448,0.00154734,0.00104466,0.00118019,0.00190467,0.00298444,0.00415402,0.00521689,0.0060576,0.0066172,0.00686889,0.00680337,0.0064229
-0.025784,-0.0373666,-0.0635941,-0.0373666,-0.025784,-0.0192361,-0.0146249,-0.0110584,-0.0081485,-0.00569021,-0.00356181,-0.00168506,-6.63644e-06,0.00151142,0.00289713,0.00417173,0.00535174,0.00645023,0.00747775,0.00844292,0.00891521,0.00896693,0.00906937,0.00922059,0.00941786,0.00965777,0.00993643,0.0102497,0.0105932,0.0109628,0.0113542,0.0117637,0.0121876,0.0126227,0.0130661,0.0135153,0.013968,0.0144225,0.0148769,0.01533,0.0153592,0.0149687,0.0145835,0.0142055,0.0138367,0.0134792,0.0131356,0.0128083,0.0125001,0.0122139,0.0119525,0.0117188,0.0115156,0.0113454,0.0112104,0.0111126,0.0110533,0.0110334,0.0110533,0.0111126,0.0107569,0.00993316,0.00906529,0.00814843,0.00717686,0.00614384,0.00504135,0.00385978,0.00258748,0.00121023,-0.000289497,-0.00193345,-0.00374866,-0.00576843,-0.00803222,-0.0105813,-0.0134394,-0.0165474,-0.0195796,-0.0216581,0.00493069,0.00391204,0.00271346,0.00149931,0.000527068,8.74106e-05,0.000340901,0.0011926,0.00236895,0.00359235,0.00467233,0.00550353,0.0060349,0.00624455,0.00612578,0.00568225
-0.0192361,-0.025784,-0.0373666,-0.0635941,-0.0373666,-0.025784,-0.0192361,-0.0146249,-0.0110584,-0.0081485,-0.00569021,-0.00356181,-0.00168506,-6.63644e-06,0.00151142,0.00289713,0.00417173,0.00535174,0.00645023,0.00747775,0.00797982,0.00803796,0.00815298,0.00832246,0.00854296,0.00881027,0.00911964,0.00946601,0.00984425,0.0102493,0.0106765,0.0111214,0.0115799,0.0120485,0.0125242,0.0130041,0.013486,0.0139679,0.0144483,0.0149257,0.0149687,0.0145835,0.0142055,0.0138367,0.0134792,0.0131356,0.0128083,0.0125001,0.0122139,0.0119525,0.0117188,0.0115156,0.0113454,0.0112104,0.0111126,0.0110533,0.0110334,0.0110533,0.0111126,0.0112104,0.0108796,0.0100691,0.00921675,0.0083182,0.00736842,0.00636161,0.00529101,0.00414871,0.00292551,0.00161062,0.000191574,-0.00134581,-0.00301692,-0.0048368,-0.00681577,-0.00894893,-0.0111925,-0.0134162,-0.015335,-0.016497,0.00411543,0.00301414,0.00173981,0.000478606,-0.000480895,-0.000830142,-0.000434519,0.000554423,0.00182422,0.00309188,0.00417789,0.00498894,0.00548234,0.00564096,0.0054605,0.0049459
-0.0146249,-0.0192361,-0.025784,-0.0373666,-0.0635941,-0.0373666,-0.025784,-0.0192361,-0.0146249,-0.0110584,-0.0081485,-0.00569021,-0.00356181,-0.00168506,-6.63644e-06,0.00151142,0.00289713,0.00417173,0.00535174,0.00645023,0.00698607,0.00705191,0.00718197,0.00737316,0.00762116,0.00792067,0.00826583,0.00865048,0.00906847,0.00951389,0.00998123,0.0104655,0.0109622,0.0114675,0.011978,0.0124909,0.0130039,0.013515,0.0140226,0.0145255,0.0145835,0.0142055,0.0138367,0.0134792,0.0131356,0.0128083,0.0125001,0.0122139,0.0119525,0.0117188,0.0115156,0.0113454,0.0112104,0.0111126,0.0110533,0.0110334,0.0110533,0.0111126,0.0112104,0.0113454,0.0110402,0.0102468,0.0094143,0.00853905,0.00761686,0.00664299,0.00561213,0.0045183,0.00335493,0.00211487,0.000790743,-0.000624426,-0.00213579,-0.0037439,-0.00543929,-0.00719272,-0.00893889,-0.0105548,-0.0118467,-0.0125795,0.00330643,0.00211776,0.000768299,-0.000528777,-0.00145012,-0.00167603,-0.00111499,1.55338e-05,0.0013697,0.00266789,0.00374627,0.00452497,0.00496967,0.00506764,0.00481669,0.00422289
-0.0110584,-0.0146249,-0.0192361,-0.025784,-0.0373666,-0.0635941,-0.0373666,-0.025784,-0.0192361,-0.0146249,-0.0110584,-0.0081485,-0.00569021,-0.00356181,-0.00168506,-6.63644e-06,0.00151142,0.00289713,0.00417173,0.00535174,0.00592622,0.00600138,0.00614961,0.00636691,0.00664773,0.00698538,0.00737254,0.00780165,0.00826533,0.00875661,0.00926913,0.00979724,0.010336,0.0108813,0.0114295,0.0119778,0.0125238,0.0130656,0.0136018,0.014131,0.0142055,0.0138367,0.0134792,0.0131356,0.0128083,0.0125001,0.0122139,0.0119525,0.0117188,0.0115156,0.0113454,0.0112104,0.0111126,0.0110533,0.0110334,0.0110533,0.0111126,0.0112104,0.0113454,0.0115156,0.0112366,0.0104635,0.00965454,0.00880676,0.00791687,0.00698126,0.00599609,0.00495735,0.00386099,0.00270324,0.00148122,0.00019385,-0.00115638,-0.00256059,-0.00399897,-0.00543409,-0.00680255,-0.00800833,-0.0089264,-0.00942804,0.00251627,0.00123776,-0.00018168,-0.00149592,-0.00234504,-0.00241113,-0.00166627,-0.00039835,0.00102432,0.0023353,0.00339025,0.0041233,0.00450803,0.00453556,0.00420538,0.00352472
-0.0081485,-0.0110584,-0.0146249,-0.0192361,-0.025784,-0.0373666,-0.0635941,-0.0373666,-0.025784,-0.0192361,-0.0146249,-0.0110584,-0.0081485,-0.00569021,-0.00356181,-0.00168506,-6.63644e-06,0.00151142,0.00289713,0.00417173,0.00479084,0.00487746,0.00504792,0.00529697,0.00561736,0.00600056,0.00643732,0.00691834,0.0074347,0.00797821,0.00854156,0.00911843,0.00970346,0.0102922,0.010881,0.0114671,0.012048,0.012622,0.0131878,0.0137444,0.0138367,0.0134792,0.0131356,0.0128083,0.0125001,0.0122139,0.0119525,0.0117188,0.0115156,0.0113454,0.0112104,0.0111126,0.0110533,0.0110334,0.0110533,0.0111126,0.0112104,0.0113454,0.0115156,0.0117188,0.011466,0.0107159,0.00993355,0.00911656,0.00826254,0.00736904,0.00643363,0.00545406,0.00442855,0.00335619,0.0022376,0.001076,-0.000121222,-0.00134023,-0.00255756,-0.00373643,-0.00482341,-0.00574813,-0.00642986,-0.00679378,0.00176121,0.000394182,-0.00108352,-0.00238671,-0.00312134,-0.00299198,-0.00205489,-0.000664418,0.000804298,0.00210718,0.00312169,0.00379549,0.00410912,0.00405684,0.00363947,0.00286553
-0.00569021,-0.0081485,-0.0110584,-0.0146249,-0.0192361,-0.025784,-0.0373666,-0.0635941,-0.0373666,-0.025784,-0.0192361,-0.0146249,-0.0110584,-0.0081485,-0.00569021,-0.00356181,-0.00168506,-6.63644e-06,0.00151142,0.00289713,0.00356838,0.00366928,0.00386731,0.00415544,0.00452409,0.00496216,0.0054579,0.00599979,0.00657708,0.00718014,0.00780065,0.00843162,0.00906733,0.00970316,0.0103355,0.0109615,0.0115791,0.0121866,0.0127831,0.0133677,0.0134792,0.0131356,0.0128083,0.0125001,0.0122139,0.0119525,0.0117188,0.0115156,0.0113454,0.0112104,0.0111126,0.0110533,0.0110334,0.0110533,0.0111126,0.0112104,0.0113454,0.0115156,0.0117188,0.0119525,0.0117256,0.0110007,0.0102472,0.00946335,0.0086477,0.00779878,0.0069154,0.00599686,0.00504322,0.00405577,0.00303766,0.00199483,0.000937292,-0.000119309,-0.00115177,-0.00212763,-0.00300449,-0.00373169,-0.00425604,-0.00453169,0.00106137,-0.000387261,-0.00190283,-0.0031563,-0.00372926,-0.0033767,-0.00225368,-0.000766432,0.000720841,0.00199329,0.00295041,0.00355205,0.00378445,0.00364424,0.00313335,0.00226196
-0.00356181,-0.00569021,-0.0081485,-0.0110584,-0.0146249,-0.0192361,-0.025784,-0.0373666,-0.0635941,-0.0373666,-0.025784,-0.0192361,-0.0146249,-0.0110584,-0.0081485,-0.00569021,-0.00356181,-0.00168506,-6.63644e-06,0.00151142,0.00224439,0.00236339,0.00259619,0.00293313,0.00336132,0.00386611,0.00443247,0.00504606,0.00569391,0.00636483,0.00704947,0.00774027,0.00843124,0.00911776,0.00979635,0.0104645,0.0111202,0.0117625,0.0123903,0.0130034,0.0131356,0.0128083,0.0125001,0.0122139,0.0119525,0.0117188,0.0115156,0.0113454,0.0112104,0.0111126,0.0110533,0.0110334,0.0110533,0.0111126,0.0112104,0.0113454,0.0115156,0.0117188,0.0119525,0.0122139,0.0120122,0.0113141,0.010591,0.00984201,0.00906619,0.00826304,0.00743245,0.00657495,0.005692,0.00478647,0.0038631,0.00292932,0.00199612,0.00107904,0.000199152,-0.000616366,-0.00133466,-0.00191925,-0.00233417,-0.00255001,0.000440295,-0.00107561,-0.00259854,-0.00375473,-0.0041209,-0.00353325,-0.0022474,-0.000697793,0.000778389,0.00199871,0.00288309,0.00340148,0.00354448,0.0033104,0.00270222,0.00173264
-0.00168506,-0.00356181,-0.00569021,-0.0081485,-0.0110584,-0.0146249,-0.0192361,-0.025784,-0.0373666,-0.0635941,-0.0373666,-0.025784,-0.0192361,-0.0146249,-0.0110584,-0.0081485,-0.00569021,-0.00356181,-0.00168506,-6.63644e-06,0.000800514,0.000942943,0.0012204,0.00161928,0.00212188,0.00270862,0.00336007,0.00405835,0.00478798,0.00553609,0.00629241,0.00704898,0.00779979,0.00854045,0.00926784,0.00997983,0.010675,0.0113527,0.0120124,0.0126541,0.0128083,0.0125001,0.0122139,0.0119525,0.0117188,0.0115156,0.0113454,0.0112104,0.0111126,0.0110533,0.0110334,0.0110533,0.0111126,0.0112104,0.0113454,0.0115156,0.0117188,0.0119525,0.0122139,0.0125001,0.0123227,0.0116525,0.0109609,0.0102475,0.00951207,0.00875485,0.00797657,0.00717869,0.0063637,0.00553543,0.00469953,0.003864,0.00303976,0.00224122,0.0014867,0.000798346,0.00020142,-0.000277533,-0.000613583,-0.000787064,-7.62785e-05,-0.00163657,-0.0031267,-0.00413438,-0.00426055,-0.00344738,-0.00203639,-0.000462908,0.000973836,0.00212317,0.00292241,0.00334934,0.00339763,0.00306676,0.00236106,0.00129707
