x,y,R,s,T
0.980000,0.300000,0.347828,0.040000,399.969898
1.020000,0.300000,0.379148,0.040000,393.839100
1.060000,0.300000,0.410505,0.040000,387.946251
1.100000,0.300000,0.443080,0.040000,382.301325
1.140000,0.300000,0.476787,0.040000,376.906628
1.180000,0.300000,0.511401,0.040000,371.759383
1.220000,0.300000,0.546751,0.040000,366.853585
1.260000,0.300000,0.582551,0.040000,362.181289
1.300000,0.300000,0.618277,0.040000,357.733486
1.340000,0.300000,0.654497,0.040000,353.500680
1.380000,0.300000,0.691134,0.040000,349.473269
1.420000,0.300000,0.728126,0.040000,345.641783
1.460000,0.300000,0.765420,0.040000,341.997030
1.500000,0.300000,0.802974,0.040000,338.530183
1.540000,0.300000,0.840754,0.040000,335.232818
1.580000,0.300000,0.878731,0.040000,332.096935
1.620000,0.300000,0.916879,0.040000,329.114960
1.660000,0.300000,0.955180,0.040000,326.279727
1.700000,0.300000,0.993614,0.040000,323.584468
1.740000,0.300000,1.032167,0.040000,321.022786
1.780000,0.300000,1.070826,0.040000,318.588641
1.820000,0.300000,1.109581,0.040000,316.276319
1.860000,0.300000,1.148420,0.040000,314.080416
1.900000,0.300000,1.187180,0.040000,311.995817
1.940000,0.300000,1.226001,0.040000,310.017671
1.980000,0.300000,1.264896,0.040000,308.141378
-1.980000,0.340000,1.274505,0.040000,307.318986
-1.940000,0.340000,1.235744,0.040000,309.155913
-1.900000,0.340000,1.197064,0.040000,311.092186
-1.860000,0.340000,1.158474,0.040000,313.132149
-1.820000,0.340000,1.119983,0.040000,315.280360
-1.780000,0.340000,1.081601,0.040000,317.541601
-1.740000,0.340000,1.043341,0.040000,319.920891
-1.700000,0.340000,1.005217,0.040000,322.423500
-1.660000,0.340000,0.967244,0.040000,325.054958
-1.620000,0.340000,0.929441,0.040000,327.821064
-1.580000,0.340000,0.891830,0.040000,330.727893
-1.540000,0.340000,0.854435,0.040000,333.781802
-1.500000,0.340000,0.817288,0.040000,336.989417
-1.460000,0.340000,0.780423,0.040000,340.357620
-1.420000,0.340000,0.743881,0.040000,343.893519
-1.380000,0.340000,0.707714,0.040000,347.604386
-1.340000,0.340000,0.671981,0.040000,351.497570
-1.300000,0.340000,0.636193,0.040000,355.580358
-1.260000,0.340000,0.600779,0.040000,359.859767
-1.220000,0.340000,0.565977,0.040000,364.342241
-1.180000,0.340000,0.531906,0.040000,369.033209
-1.140000,0.340000,0.498717,0.040000,373.936467
-1.100000,0.340000,0.466598,0.040000,379.053306
-1.060000,0.340000,0.435181,0.040000,384.381324
-1.020000,0.340000,0.404244,0.040000,389.912848
-0.980000,0.340000,0.375025,0.040000,395.632924
-0.940000,0.340000,0.347873,0.040000,401.516927
-0.900000,0.340000,0.320741,0.040000,407.528007
-0.860000,0.340000,0.296537,0.040000,413.614903
-0.820000,0.340000,0.273055,0.040000,419.711031
-0.780000,0.340000,0.252785,0.040000,425.736015
-0.740000,0.340000,0.232467,0.040000,431.600678
-0.700000,0.340000,0.214754,0.040000,437.215457
-0.660000,0.340000,0.199343,0.040000,442.500617
-0.620000,0.340000,0.184593,0.040000,447.395264
-0.580000,0.340000,0.170922,0.040000,451.862317
0.580000,0.340000,0.170922,0.040000,451.862317
0.620000,0.340000,0.184593,0.040000,447.395264
0.660000,0.340000,0.199343,0.040000,442.500617
0.700000,0.340000,0.214754,0.040000,437.215457
0.740000,0.340000,0.232467,0.040000,431.600678
0.780000,0.340000,0.252785,0.040000,425.736015
0.820000,0.340000,0.273055,0.040000,419.711031
0.860000,0.340000,0.296537,0.040000,413.614903
0.900000,0.340000,0.320741,0.040000,407.528007
0.940000,0.340000,0.347873,0.040000,401.516927
0.980000,0.340000,0.375025,0.040000,395.632924
1.020000,0.340000,0.404244,0.040000,389.912848
1.060000,0.340000,0.435181,0.040000,384.381324
1.100000,0.340000,0.466598,0.040000,379.053306
1.140000,0.340000,0.498717,0.040000,373.936467
1.180000,0.340000,0.531906,0.040000,369.033209
1.220000,0.340000,0.565977,0.040000,364.342241
1.260000,0.340000,0.600779,0.040000,359.859767
1.300000,0.340000,0.636193,0.040000,355.580358
1.340000,0.340000,0.671981,0.040000,351.497570
1.380000,0.340000,0.707714,0.040000,347.604386
1.420000,0.340000,0.743881,0.040000,343.893519
1.460000,0.340000,0.780423,0.040000,340.357620
1.500000,0.340000,0.817288,0.040000,336.989417
1.540000,0.340000,0.854435,0.040000,333.781802
1.580000,0.340000,0.891830,0.040000,330.727893
1.620000,0.340000,0.929441,0.040000,327.821064
1.660000,0.340000,0.967244,0.040000,325.054958
1.700000,0.340000,1.005217,0.040000,322.423500
1.740000,0.340000,1.043341,0.040000,319.920891
1.780000,0.340000,1.081601,0.040000,317.541601
1.820000,0.340000,1.119983,0.040000,315.280360
1.860000,0.340000,1.158474,0.040000,313.132149
1.900000,0.340000,1.197064,0.040000,311.092186
1.940000,0.340000,1.235744,0.040000,309.155913
1.980000,0.340000,1.274505,0.040000,307.318986
-1.940000,0.380000,1.246377,0.040000,308.194843
-1.900000,0.380000,1.208037,0.040000,310.084899
-1.860000,0.380000,1.169809,0.040000,312.075671
-1.820000,0.380000,1.131704,0.040000,314.171410
-1.780000,0.380000,1.093734,0.040000,316.376552
-1.740000,0.380000,1.055914,0.040000,318.695721
-1.700000,0.380000,1.018260,0.040000,321.133730
-1.660000,0.380000,0.980792,0.040000,323.695587
-1.620000,0.380000,0.943532,0.040000,326.386489
-1.580000,0.380000,0.906506,0.040000,329.211818
-1.540000,0.380000,0.869743,0.040000,332.177124
-1.500000,0.380000,0.833278,0.040000,335.288099
-1.460000,0.380000,0.797152,0.040000,338.550543
-1.420000,0.380000,0.761414,0.040000,341.970301
-1.380000,0.380000,0.725634,0.040000,345.553177
-1.340000,0.380000,0.690174,0.040000,349.304813
-1.300000,0.380000,0.655236,0.040000,353.230517
-1.260000,0.380000,0.620909,0.040000,357.335017
-1.220000,0.380000,0.587301,0.040000,361.622136
-1.180000,0.380000,0.554543,0.040000,366.094336
-1.140000,0.380000,0.522792,0.040000,370.752121
-1.100000,0.380000,0.491337,0.040000,375.593243
-1.060000,0.380000,0.460698,0.040000,380.611690
-1.020000,0.380000,0.431594,0.040000,385.796437
-0.980000,0.380000,0.404356,0.040000,391.129978
-0.940000,0.380000,0.377137,0.040000,396.586751
-0.900000,0.380000,0.352266,0.040000,402.131686
-0.860000,0.380000,0.328783,0.040000,407.719264
-0.820000,0.380000,0.306985,0.040000,413.293662
-0.780000,0.380000,0.286641,0.040000,418.790540
-0.740000,0.380000,0.268894,0.040000,424.140846
-0.700000,0.380000,0.251173,0.040000,429.276372
-0.660000,0.380000,0.235659,0.040000,434.136047
-0.620000,0.380000,0.222088,0.040000,438.671437
-0.580000,0.380000,0.209666,0.040000,442.850024
-0.540000,0.380000,0.197606,0.040000,446.655669
-0.500000,0.380000,0.186965,0.040000,450.086624
-0.460000,0.380000,0.177588,0.040000,453.152121
-0.420000,0.380000,0.169343,0.040000,455.868605
-0.380000,0.380000,0.162125,0.040000,458.256373
0.380000,0.380000,0.162125,0.040000,458.256373
0.420000,0.380000,0.169343,0.040000,455.868605
0.460000,0.380000,0.177588,0.040000,453.152121
0.500000,0.380000,0.186965,0.040000,450.086624
0.540000,0.380000,0.197606,0.040000,446.655669
0.580000,0.380000,0.209666,0.040000,442.850024
0.620000,0.380000,0.222088,0.040000,438.671437
0.660000,0.380000,0.235659,0.040000,434.136047
0.700000,0.380000,0.251173,0.040000,429.276372
0.740000,0.380000,0.268894,0.040000,424.140846
0.780000,0.380000,0.286641,0.040000,418.790540
0.820000,0.380000,0.306985,0.040000,413.293662
0.860000,0.380000,0.328783,0.040000,407.719264
0.900000,0.380000,0.352266,0.040000,402.131686
0.940000,0.380000,0.377137,0.040000,396.586751
0.980000,0.380000,0.404356,0.040000,391.129978
1.020000,0.380000,0.431594,0.040000,385.796437
1.060000,0.380000,0.460698,0.040000,380.611690
1.100000,0.380000,0.491337,0.040000,375.593243
1.140000,0.380000,0.522792,0.040000,370.752121
1.180000,0.380000,0.554543,0.040000,366.094336
1.220000,0.380000,0.587301,0.040000,361.622136
1.260000,0.380000,0.620909,0.040000,357.335017
1.300000,0.380000,0.655236,0.040000,353.230517
1.340000,0.380000,0.690174,0.040000,349.304813
1.380000,0.380000,0.725634,0.040000,345.553177
1.420000,0.380000,0.761414,0.040000,341.970301
1.460000,0.380000,0.797152,0.040000,338.550543
1.500000,0.380000,0.833278,0.040000,335.288099
1.540000,0.380000,0.869743,0.040000,332.177124
1.580000,0.380000,0.906506,0.040000,329.211818
1.620000,0.380000,0.943532,0.040000,326.386489
1.660000,0.380000,0.980792,0.040000,323.695587
1.700000,0.380000,1.018260,0.040000,321.133730
1.740000,0.380000,1.055914,0.040000,318.695721
1.780000,0.380000,1.093734,0.040000,316.376552
1.820000,0.380000,1.131704,0.040000,314.171410
1.860000,0.380000,1.169809,0.040000,312.075671
1.900000,0.380000,1.208037,0.040000,310.084899
1.940000,0.380000,1.246377,0.040000,308.194843
-1.900000,0.420000,1.220224,0.040000,308.976928
-1.860000,0.420000,1.182390,0.040000,310.914256
-1.820000,0.420000,1.144704,0.040000,312.953089
-1.780000,0.420000,1.107179,0.040000,315.097510
-1.740000,0.420000,1.069835,0.040000,317.351742
-1.700000,0.420000,1.032689,0.040000,319.720144
-1.660000,0.420000,0.995764,0.040000,322.207201
-1.620000,0.420000,0.959086,0.040000,324.817517
-1.580000,0.420000,0.922684,0.040000,327.555791
-1.540000,0.420000,0.886592,0.040000,330.426793
-1.500000,0.420000,0.850849,0.040000,333.435321
-1.460000,0.420000,0.815076,0.040000,336.586147
-1.420000,0.420000,0.779579,0.040000,339.883939
-1.380000,0.420000,0.744539,0.040000,343.333153
-1.340000,0.420000,0.710023,0.040000,346.937896
-1.300000,0.420000,0.676112,0.040000,350.701731
-1.260000,0.420000,0.642901,0.040000,354.627427
-1.220000,0.420000,0.610505,0.040000,358.716628
-1.180000,0.420000,0.579060,0.040000,362.969426
-1.140000,0.420000,0.547577,0.040000,367.383817
-1.100000,0.420000,0.517177,0.040000,371.955023
-1.060000,0.420000,0.488162,0.040000,376.674680
-1.020000,0.420000,0.460796,0.040000,381.529888
-0.980000,0.420000,0.433577,0.040000,386.502201
-0.940000,0.420000,0.408226,0.040000,391.566644
-0.900000,0.420000,0.384757,0.040000,396.690955
-0.860000,0.420000,0.361910,0.040000,401.835329
-0.820000,0.420000,0.341592,0.040000,406.952974
-0.780000,0.420000,0.321909,0.040000,411.991753
-0.740000,0.420000,0.304197,0.040000,416.897008
-0.700000,0.420000,0.288542,0.040000,421.615309
-0.660000,0.420000,0.273007,0.040000,426.098498
-0.620000,0.420000,0.259362,0.040000,430.307213
-0.580000,0.420000,0.247380,0.040000,434.213113
-0.540000,0.420000,0.236759,0.040000,437.799468
-0.500000,0.420000,0.226115,0.040000,441.060227
-0.460000,0.420000,0.216728,0.040000,443.998063
-0.420000,0.420000,0.208471,0.040000,446.621976
-0.380000,0.420000,0.201240,0.040000,448.944958
-0.340000,0.420000,0.194957,0.040000,450.982009
-0.300000,0.420000,0.189569,0.040000,452.748616
-0.260000,0.420000,0.185048,0.040000,454.259689
-0.220000,0.420000,0.181383,0.040000,455.528867
-0.180000,0.420000,0.177755,0.040000,456.568106
-0.140000,0.420000,0.174705,0.040000,457.387455
-0.100000,0.420000,0.172422,0.040000,457.994964
-0.060000,0.420000,0.170918,0.040000,458.396648
-0.020000,0.420000,0.170181,0.040000,458.596496
0.020000,0.420000,0.170181,0.040000,458.596496
0.060000,0.420000,0.170918,0.040000,458.396648
0.100000,0.420000,0.172422,0.040000,457.994964
0.140000,0.420000,0.174705,0.040000,457.387455
0.180000,0.420000,0.177755,0.040000,456.568106
0.220000,0.420000,0.181383,0.040000,455.528867
0.260000,0.420000,0.185048,0.040000,454.259689
0.300000,0.420000,0.189569,0.040000,452.748616
0.340000,0.420000,0.194957,0.040000,450.982009
0.380000,0.420000,0.201240,0.040000,448.944958
0.420000,0.420000,0.208471,0.040000,446.621976
0.460000,0.420000,0.216728,0.040000,443.998063
0.500000,0.420000,0.226115,0.040000,441.060227
0.540000,0.420000,0.236759,0.040000,437.799468
0.580000,0.420000,0.247380,0.040000,434.213113
0.620000,0.420000,0.259362,0.040000,430.307213
0.660000,0.420000,0.273007,0.040000,426.098498
0.700000,0.420000,0.288542,0.040000,421.615309
0.740000,0.420000,0.304197,0.040000,416.897008
0.780000,0.420000,0.321909,0.040000,411.991753
0.820000,0.420000,0.341592,0.040000,406.952974
0.860000,0.420000,0.361910,0.040000,401.835329
0.900000,0.420000,0.384757,0.040000,396.690955
0.940000,0.420000,0.408226,0.040000,391.566644
0.980000,0.420000,0.433577,0.040000,386.502201
1.020000,0.420000,0.460796,0.040000,381.529888
1.060000,0.420000,0.488162,0.040000,376.674680
1.100000,0.420000,0.517177,0.040000,371.955023
1.140000,0.420000,0.547577,0.040000,367.383817
1.180000,0.420000,0.579060,0.040000,362.969426
1.220000,0.420000,0.610505,0.040000,358.716628
1.260000,0.420000,0.642901,0.040000,354.627427
1.300000,0.420000,0.676112,0.040000,350.701731
1.340000,0.420000,0.710023,0.040000,346.937896
1.380000,0.420000,0.744539,0.040000,343.333153
1.420000,0.420000,0.779579,0.040000,339.883939
1.460000,0.420000,0.815076,0.040000,336.586147
1.500000,0.420000,0.850849,0.040000,333.435321
1.540000,0.420000,0.886592,0.040000,330.426793
1.580000,0.420000,0.922684,0.040000,327.555791
1.620000,0.420000,0.959086,0.040000,324.817517
1.660000,0.420000,0.995764,0.040000,322.207201
1.700000,0.420000,1.032689,0.040000,319.720144
1.740000,0.420000,1.069835,0.040000,317.351742
1.780000,0.420000,1.107179,0.040000,315.097510
1.820000,0.420000,1.144704,0.040000,312.953089
1.860000,0.420000,1.182390,0.040000,310.914256
1.900000,0.420000,1.220224,0.040000,308.976928
-1.860000,0.460000,1.196177,0.040000,309.651359
-1.820000,0.460000,1.158939,0.040000,311.629202
-1.780000,0.460000,1.121891,0.040000,313.708680
-1.740000,0.460000,1.085052,0.040000,315.893616
-1.700000,0.460000,1.048446,0.040000,318.187921
-1.660000,0.460000,1.012096,0.040000,320.595573
-1.620000,0.460000,0.976032,0.040000,323.120597
-1.580000,0.460000,0.940286,0.040000,325.767041
-1.540000,0.460000,0.904518,0.040000,328.538932
-1.500000,0.460000,0.868992,0.040000,331.440229
-1.460000,0.460000,0.833872,0.040000,334.474752
-1.420000,0.460000,0.799210,0.040000,337.646096
-1.380000,0.460000,0.765069,0.040000,340.957512
-1.340000,0.460000,0.731523,0.040000,344.411757
-1.300000,0.460000,0.698656,0.040000,348.010900
-1.260000,0.460000,0.666569,0.040000,351.756077
-1.220000,0.460000,0.635169,0.040000,355.647178
-1.180000,0.460000,0.603879,0.040000,359.682466
-1.140000,0.460000,0.573673,0.040000,363.858102
-1.100000,0.460000,0.544730,0.040000,368.167602
-1.060000,0.460000,0.517264,0.040000,372.601192
-1.020000,0.460000,0.490047,0.040000,377.145140
-0.980000,0.460000,0.464333,0.040000,381.781068
-0.940000,0.460000,0.440755,0.040000,386.485387
-0.900000,0.460000,0.417275,0.040000,391.228964
-0.860000,0.460000,0.396307,0.040000,395.977199
-0.820000,0.460000,0.375962,0.040000,400.690704
-0.780000,0.460000,0.358174,0.040000,405.326684
-0.740000,0.460000,0.340447,0.040000,409.841021
-0.700000,0.460000,0.324951,0.040000,414.190860
-0.660000,0.460000,0.311015,0.040000,418.337309
-0.620000,0.460000,0.297346,0.040000,422.247783
-0.580000,0.460000,0.285313,0.040000,425.897557
-0.540000,0.460000,0.274723,0.040000,429.270328
-0.500000,0.460000,0.265406,0.040000,432.357806
-0.460000,0.460000,0.256135,0.040000,435.158582
-0.420000,0.460000,0.247878,0.040000,437.676599
-0.380000,0.460000,0.240646,0.040000,439.919544
-0.340000,0.460000,0.234359,0.040000,441.897362
-0.300000,0.460000,0.228961,0.040000,443.621041
-0.260000,0.460000,0.224419,0.040000,445.101662
-0.220000,0.460000,0.220720,0.040000,446.349723
-0.180000,0.460000,0.217748,0.040000,447.374686
-0.140000,0.460000,0.214701,0.040000,448.184678
-0.100000,0.460000,0.212420,0.040000,448.786315
-0.060000,0.460000,0.210917,0.040000,449.184610
-0.020000,0.460000,0.210181,0.040000,449.382917
0.020000,0.460000,0.210181,0.040000,449.382917
0.060000,0.460000,0.210917,0.040000,449.184610
0.100000,0.460000,0.212420,0.040000,448.786315
0.140000,0.460000,0.214701,0.040000,448.184678
0.180000,0.460000,0.217748,0.040000,447.374686
0.220000,0.460000,0.220720,0.040000,446.349723
0.260000,0.460000,0.224419,0.040000,445.101662
0.300000,0.460000,0.228961,0.040000,443.621041
0.340000,0.460000,0.234359,0.040000,441.897362
0.380000,0.460000,0.240646,0.040000,439.919544
0.420000,0.460000,0.247878,0.040000,437.676599
0.460000,0.460000,0.256135,0.040000,435.158582
0.500000,0.460000,0.265406,0.040000,432.357806
0.540000,0.460000,0.274723,0.040000,429.270328
0.580000,0.460000,0.285313,0.040000,425.897557
0.620000,0.460000,0.297346,0.040000,422.247783
0.660000,0.460000,0.311015,0.040000,418.337309
0.700000,0.460000,0.324951,0.040000,414.190860
0.740000,0.460000,0.340447,0.040000,409.841021
0.780000,0.460000,0.358174,0.040000,405.326684
0.820000,0.460000,0.375962,0.040000,400.690704
0.860000,0.460000,0.396307,0.040000,395.977199
0.900000,0.460000,0.417275,0.040000,391.228964
0.940000,0.460000,0.440755,0.040000,386.485387
0.980000,0.460000,0.464333,0.040000,381.781068
1.020000,0.460000,0.490047,0.040000,377.145140
1.060000,0.460000,0.517264,0.040000,372.601192
1.100000,0.460000,0.544730,0.040000,368.167602
1.140000,0.460000,0.573673,0.040000,363.858102
1.180000,0.460000,0.603879,0.040000,359.682466
1.220000,0.460000,0.635169,0.040000,355.647178
1.260000,0.460000,0.666569,0.040000,351.756077
1.300000,0.460000,0.698656,0.040000,348.010900
1.340000,0.460000,0.731523,0.040000,344.411757
1.380000,0.460000,0.765069,0.040000,340.957512
1.420000,0.460000,0.799210,0.040000,337.646096
1.460000,0.460000,0.833872,0.040000,334.474752
1.500000,0.460000,0.868992,0.040000,331.440229
1.540000,0.460000,0.904518,0.040000,328.538932
1.580000,0.460000,0.940286,0.040000,325.767041
1.620000,0.460000,0.976032,0.040000,323.120597
1.660000,0.460000,1.012096,0.040000,320.595573
1.700000,0.460000,1.048446,0.040000,318.187921
1.740000,0.460000,1.085052,0.040000,315.893616
1.780000,0.460000,1.121891,0.040000,313.708680
1.820000,0.460000,1.158939,0.040000,311.629202
1.860000,0.460000,1.196177,0.040000,309.651359
-1.820000,0.500000,1.174364,0.040000,310.203698
-1.780000,0.500000,1.137819,0.040000,312.214404
-1.740000,0.500000,1.101513,0.040000,314.326133
-1.700000,0.500000,1.065472,0.040000,316.542360
-1.660000,0.500000,1.029723,0.040000,318.866575
-1.620000,0.500000,0.993960,0.040000,321.302256
-1.580000,0.500000,0.958411,0.040000,323.852833
-1.540000,0.500000,0.923226,0.040000,326.521644
-1.500000,0.500000,0.888449,0.040000,329.311873
-1.460000,0.500000,0.854128,0.040000,332.226481
-1.420000,0.500000,0.820323,0.040000,335.268101
-1.380000,0.500000,0.787099,0.040000,338.438929
-1.340000,0.500000,0.754532,0.040000,341.740565
-1.300000,0.500000,0.722712,0.040000,345.173829
-1.260000,0.500000,0.691280,0.040000,348.738533
-1.220000,0.500000,0.660227,0.040000,352.433195
-1.180000,0.500000,0.630182,0.040000,356.254716
-1.140000,0.500000,0.601299,0.040000,360.197980
-1.100000,0.500000,0.573752,0.040000,364.255427
-1.060000,0.500000,0.546538,0.040000,368.416573
-1.020000,0.500000,0.520541,0.040000,372.667535
-0.980000,0.500000,0.496409,0.040000,376.990607
-0.940000,0.500000,0.472924,0.040000,381.363947
-0.900000,0.500000,0.450997,0.040000,385.761496
-0.860000,0.500000,0.430662,0.040000,390.153210
-0.820000,0.500000,0.411352,0.040000,394.505724
-0.780000,0.500000,0.393639,0.040000,398.783464
-0.740000,0.500000,0.377456,0.040000,402.950202
-0.700000,0.500000,0.361927,0.040000,406.970873
-0.660000,0.500000,0.348315,0.040000,410.813436
-0.620000,0.500000,0.335798,0.040000,414.450484
-0.580000,0.500000,0.323744,0.040000,417.860359
-0.540000,0.500000,0.313121,0.040000,421.027638
-0.500000,0.500000,0.303766,0.040000,423.942981
-0.460000,0.500000,0.295545,0.040000,426.602478
-0.420000,0.500000,0.287449,0.040000,429.006666
-0.380000,0.500000,0.280220,0.040000,431.159418
-0.340000,0.500000,0.273934,0.040000,433.066864
-0.300000,0.500000,0.268532,0.040000,434.736422
-0.260000,0.500000,0.263979,0.040000,436.176015
-0.220000,0.500000,0.260258,0.040000,437.393452
-0.180000,0.500000,0.257364,0.040000,438.395984
-0.140000,0.500000,0.254698,0.040000,439.189984
-0.100000,0.500000,0.252419,0.040000,439.780732
-0.060000,0.500000,0.250917,0.040000,440.172280
-0.020000,0.500000,0.250181,0.040000,440.367364
0.020000,0.500000,0.250181,0.040000,440.367364
0.060000,0.500000,0.250917,0.040000,440.172280
0.100000,0.500000,0.252419,0.040000,439.780732
0.140000,0.500000,0.254698,0.040000,439.189984
0.180000,0.500000,0.257364,0.040000,438.395984
0.220000,0.500000,0.260258,0.040000,437.393452
0.260000,0.500000,0.263979,0.040000,436.176015
0.300000,0.500000,0.268532,0.040000,434.736422
0.340000,0.500000,0.273934,0.040000,433.066864
0.380000,0.500000,0.280220,0.040000,431.159418
0.420000,0.500000,0.287449,0.040000,429.006666
0.460000,0.500000,0.295545,0.040000,426.602478
0.500000,0.500000,0.303766,0.040000,423.942981
0.540000,0.500000,0.313121,0.040000,421.027638
0.580000,0.500000,0.323744,0.040000,417.860359
0.620000,0.500000,0.335798,0.040000,414.450484
0.660000,0.500000,0.348315,0.040000,410.813436
0.700000,0.500000,0.361927,0.040000,406.970873
0.740000,0.500000,0.377456,0.040000,402.950202
0.780000,0.500000,0.393639,0.040000,398.783464
0.820000,0.500000,0.411352,0.040000,394.505724
0.860000,0.500000,0.430662,0.040000,390.153210
0.900000,0.500000,0.450997,0.040000,385.761496
0.940000,0.500000,0.472924,0.040000,381.363947
0.980000,0.500000,0.496409,0.040000,376.990607
1.020000,0.500000,0.520541,0.040000,372.667535
1.060000,0.500000,0.546538,0.040000,368.416573
1.100000,0.500000,0.573752,0.040000,364.255427
1.140000,0.500000,0.601299,0.040000,360.197980
1.180000,0.500000,0.630182,0.040000,356.254716
1.220000,0.500000,0.660227,0.040000,352.433195
1.260000,0.500000,0.691280,0.040000,348.738533
1.300000,0.500000,0.722712,0.040000,345.173829
1.340000,0.500000,0.754532,0.040000,341.740565
1.380000,0.500000,0.787099,0.040000,338.438929
1.420000,0.500000,0.820323,0.040000,335.268101
1.460000,0.500000,0.854128,0.040000,332.226481
1.500000,0.500000,0.888449,0.040000,329.311873
1.540000,0.500000,0.923226,0.040000,326.521644
1.580000,0.500000,0.958411,0.040000,323.852833
1.620000,0.500000,0.993960,0.040000,321.302256
1.660000,0.500000,1.029723,0.040000,318.866575
1.700000,0.500000,1.065472,0.040000,316.542360
1.740000,0.500000,1.101513,0.040000,314.326133
1.780000,0.500000,1.137819,0.040000,312.214404
1.820000,0.500000,1.174364,0.040000,310.203698
-1.780000,0.540000,1.154913,0.040000,310.619111
-1.740000,0.540000,1.119162,0.040000,312.654155
-1.700000,0.540000,1.083403,0.040000,314.788810
-1.660000,0.540000,1.047834,0.040000,317.026104
-1.620000,0.540000,1.012596,0.040000,319.369003
-1.580000,0.540000,0.977724,0.040000,321.820366
-1.540000,0.540000,0.943260,0.040000,324.382899
-1.500000,0.540000,0.909249,0.040000,327.059087
-1.460000,0.540000,0.875744,0.040000,329.851122
-1.420000,0.540000,0.842806,0.040000,332.760801
-1.380000,0.540000,0.810504,0.040000,335.789409
-1.340000,0.540000,0.778917,0.040000,338.937578
-1.300000,0.540000,0.747461,0.040000,342.205107
-1.260000,0.540000,0.716609,0.040000,345.590760
-1.220000,0.540000,0.686702,0.040000,349.092021
-1.180000,0.540000,0.657867,0.040000,352.704814
-1.140000,0.540000,0.630254,0.040000,356.423189
-1.100000,0.540000,0.603043,0.040000,360.238987
-1.060000,0.540000,0.576819,0.040000,364.141495
-1.020000,0.540000,0.552249,0.040000,368.117127
-0.980000,0.540000,0.528769,0.040000,372.149164
-0.940000,0.540000,0.506100,0.040000,376.217622
-0.900000,0.540000,0.485674,0.040000,380.299294
-0.860000,0.540000,0.465330,0.040000,384.368044
-0.820000,0.540000,0.447519,0.040000,388.395398
-0.780000,0.540000,0.429791,0.040000,392.351440
-0.740000,0.540000,0.414308,0.040000,396.205962
-0.700000,0.540000,0.399485,0.040000,399.929782
-0.660000,0.540000,0.385836,0.040000,403.496055
-0.620000,0.540000,0.373844,0.040000,406.881414
-0.580000,0.540000,0.362514,0.040000,410.066786
-0.540000,0.540000,0.351876,0.040000,413.037797
-0.500000,0.540000,0.342502,0.040000,415.784748
-0.460000,0.540000,0.334260,0.040000,418.302240
-0.420000,0.540000,0.327046,0.040000,420.588539
-0.380000,0.540000,0.319901,0.040000,422.644811
-0.340000,0.540000,0.313617,0.040000,424.474332
-0.300000,0.540000,0.308214,0.040000,426.081747
-0.260000,0.540000,0.303655,0.040000,427.472426
-0.220000,0.540000,0.299920,0.040000,428.651936
-0.180000,0.540000,0.297003,0.040000,429.625631
-0.140000,0.540000,0.294695,0.040000,430.398337
-0.100000,0.540000,0.292418,0.040000,430.974131
-0.060000,0.540000,0.290917,0.040000,431.356185
-0.020000,0.540000,0.290181,0.040000,431.546664
0.020000,0.540000,0.290181,0.040000,431.546664
0.060000,0.540000,0.290917,0.040000,431.356185
0.100000,0.540000,0.292418,0.040000,430.974131
0.140000,0.540000,0.294695,0.040000,430.398337
0.180000,0.540000,0.297003,0.040000,429.625631
0.220000,0.540000,0.299920,0.040000,428.651936
0.260000,0.540000,0.303655,0.040000,427.472426
0.300000,0.540000,0.308214,0.040000,426.081747
0.340000,0.540000,0.313617,0.040000,424.474332
0.380000,0.540000,0.319901,0.040000,422.644811
0.420000,0.540000,0.327046,0.040000,420.588539
0.460000,0.540000,0.334260,0.040000,418.302240
0.500000,0.540000,0.342502,0.040000,415.784748
0.540000,0.540000,0.351876,0.040000,413.037797
0.580000,0.540000,0.362514,0.040000,410.066786
0.620000,0.540000,0.373844,0.040000,406.881414
0.660000,0.540000,0.385836,0.040000,403.496055
0.700000,0.540000,0.399485,0.040000,399.929782
0.740000,0.540000,0.414308,0.040000,396.205962
0.780000,0.540000,0.429791,0.040000,392.351440
0.820000,0.540000,0.447519,0.040000,388.395398
0.860000,0.540000,0.465330,0.040000,384.368044
0.900000,0.540000,0.485674,0.040000,380.299294
0.940000,0.540000,0.506100,0.040000,376.217622
0.980000,0.540000,0.528769,0.040000,372.149164
1.020000,0.540000,0.552249,0.040000,368.117127
1.060000,0.540000,0.576819,0.040000,364.141495
1.100000,0.540000,0.603043,0.040000,360.238987
1.140000,0.540000,0.630254,0.040000,356.423189
1.180000,0.540000,0.657867,0.040000,352.704814
1.220000,0.540000,0.686702,0.040000,349.092021
1.260000,0.540000,0.716609,0.040000,345.590760
1.300000,0.540000,0.747461,0.040000,342.205107
1.340000,0.540000,0.778917,0.040000,338.937578
1.380000,0.540000,0.810504,0.040000,335.789409
1.420000,0.540000,0.842806,0.040000,332.760801
1.460000,0.540000,0.875744,0.040000,329.851122
1.500000,0.540000,0.909249,0.040000,327.059087
1.540000,0.540000,0.943260,0.040000,324.382899
1.580000,0.540000,0.977724,0.040000,321.820366
1.620000,0.540000,1.012596,0.040000,319.369003
1.660000,0.540000,1.047834,0.040000,317.026104
1.700000,0.540000,1.083403,0.040000,314.788810
1.740000,0.540000,1.119162,0.040000,312.654155
