x,y,R,s,phi,phi_an
-0.030000,-0.830000,0.331284,0.020000,-0.349960,0.467144
-0.050000,-0.830000,0.331900,0.020000,-0.359362,0.453922
-0.010000,-0.850000,0.351060,0.020000,-0.216239,0.521139
0.010000,-0.850000,0.350494,0.020000,-0.216239,0.521139
0.010000,-0.830000,0.330494,0.020000,-0.345253,0.473757
-0.010000,-0.830000,0.331095,0.020000,-0.345253,0.473757
0.030000,-0.850000,0.351068,0.020000,-0.221181,0.514204
0.050000,-0.850000,0.352777,0.020000,-0.231054,0.500338
0.050000,-0.830000,0.332863,0.020000,-0.359362,0.453922
0.030000,-0.830000,0.331103,0.020000,-0.349960,0.467144
0.070000,-0.850000,0.353452,0.020000,-0.245838,0.479547
0.090000,-0.850000,0.355169,0.020000,-0.265504,0.451845
0.090000,-0.830000,0.335307,0.020000,-0.392167,0.407688
0.070000,-0.830000,0.333488,0.020000,-0.373441,0.434100
0.110000,-0.850000,0.357996,0.020000,-0.290009,0.417246
0.130000,-0.850000,0.360719,0.020000,-0.319304,0.375769
0.130000,-0.830000,0.340857,0.020000,-0.443386,0.335160
0.110000,-0.830000,0.338300,0.020000,-0.415498,0.374701
0.150000,-0.850000,0.363540,0.020000,-0.353327,0.327438
0.170000,-0.850000,0.367429,0.020000,-0.392006,0.272278
0.170000,-0.830000,0.347950,0.020000,-0.512575,0.236508
0.150000,-0.830000,0.343841,0.020000,-0.475768,0.289086
0.190000,-0.850000,0.372242,0.020000,-0.435260,0.210322
0.210000,-0.850000,0.376106,0.020000,-0.482994,0.141604
0.210000,-0.830000,0.356618,0.020000,-0.599128,0.111962
0.190000,-0.830000,0.352540,0.020000,-0.553726,0.177455
0.230000,-0.850000,0.380983,0.020000,-0.535107,0.066162
0.250000,-0.850000,0.386833,0.020000,-0.591482,-0.015962
0.250000,-0.830000,0.367913,0.020000,-0.702266,-0.038186
0.230000,-0.830000,0.361757,0.020000,-0.648679,0.040068
0.270000,-0.850000,0.392774,0.020000,-0.651995,-0.104722
0.290000,-0.850000,0.398552,0.020000,-0.716509,-0.200068
0.290000,-0.830000,0.379602,0.020000,-0.821040,-0.213582
0.270000,-0.830000,0.373530,0.020000,-0.759765,-0.122752
0.310000,-0.850000,0.405237,0.020000,-0.784876,-0.301946
0.330000,-0.850000,0.412783,0.020000,-0.856935,-0.410298
0.330000,-0.830000,0.394459,0.020000,-0.954322,-0.413812
0.310000,-0.830000,0.386614,0.020000,-0.885945,-0.310621
0.350000,-0.850000,0.420031,0.020000,-0.932516,-0.525062
0.370000,-0.850000,0.427460,0.020000,-1.011434,-0.646175
0.370000,-0.830000,0.409132,0.020000,-1.100800,-0.638400
0.350000,-0.830000,0.401365,0.020000,-1.026001,-0.523094
0.390000,-0.850000,0.435681,0.020000,-1.093499,-0.773566
0.410000,-0.850000,0.444650,0.020000,-1.178485,-0.907163
0.410000,-0.830000,0.426932,0.020000,-1.258974,-0.886808
0.390000,-0.830000,0.417714,0.020000,-1.178527,-0.759663
0.430000,-0.850000,0.453405,0.020000,-1.266234,-1.046889
0.450000,-0.850000,0.462218,0.020000,-1.356317,-1.192663
0.450000,-0.830000,0.444535,0.020000,-1.427136,-1.158438
0.430000,-0.830000,0.435363,0.020000,-1.341928,-1.019760
0.470000,-0.850000,0.471716,0.020000,-1.448908,-1.344400
0.490000,-0.850000,0.481857,0.020000,-1.544787,-1.502013
0.490000,-0.830000,0.464921,0.020000,-1.603090,-1.452627
0.470000,-0.830000,0.454403,0.020000,-1.514464,-1.302756
0.510000,-0.850000,0.492317,0.020000,-1.622660,-1.665409
0.530000,-0.830000,0.485215,0.020000,-1.780459,-1.768656
0.510000,-0.830000,0.474899,0.020000,-1.695458,-1.607959
0.550000,-0.830000,0.496123,0.020000,-1.890217,-1.934618
-0.590000,-0.790000,0.486716,0.020000,-2.111130,-2.096316
-0.610000,-0.790000,0.499230,0.020000,-2.102015,-2.258772
-0.570000,-0.810000,0.490855,0.020000,-1.976161,-2.021975
-0.550000,-0.810000,0.479678,0.020000,-1.917674,-1.859670
-0.550000,-0.790000,0.463031,0.020000,-1.942569,-1.784476
-0.570000,-0.790000,0.474600,0.020000,-2.024022,-1.938180
-0.530000,-0.810000,0.469088,0.020000,-1.826640,-1.702210
-0.510000,-0.810000,0.457907,0.020000,-1.741121,-1.549700
-0.510000,-0.790000,0.441420,0.020000,-1.781230,-1.490788
-0.530000,-0.790000,0.452051,0.020000,-1.861742,-1.635311
-0.490000,-0.810000,0.447101,0.020000,-1.656039,-1.402240
-0.470000,-0.810000,0.436944,0.020000,-1.572308,-1.259926
-0.470000,-0.790000,0.419634,0.020000,-1.623055,-1.216067
-0.490000,-0.790000,0.430200,0.020000,-1.701594,-1.351008
-0.450000,-0.810000,0.427482,0.020000,-1.490147,-1.122850
-0.430000,-0.810000,0.417973,0.020000,-1.409808,-0.991099
-0.430000,-0.790000,0.400667,0.020000,-1.470348,-0.961064
-0.450000,-0.790000,0.409772,0.020000,-1.545889,-1.086056
-0.410000,-0.810000,0.408320,0.020000,-1.331536,-0.864760
-0.390000,-0.810000,0.399436,0.020000,-1.255559,-0.743912
-0.390000,-0.790000,0.381418,0.020000,-1.325086,-0.726472
-0.410000,-0.790000,0.390712,0.020000,-1.396671,-0.841176
-0.370000,-0.810000,0.391374,0.020000,-1.182094,-0.628632
-0.350000,-0.810000,0.383299,0.020000,-1.111344,-0.518994
-0.350000,-0.790000,0.365367,0.020000,-1.189034,-0.512920
-0.370000,-0.790000,0.372966,0.020000,-1.255806,-0.617029
-0.330000,-0.810000,0.375086,0.020000,-1.043500,-0.415065
-0.310000,-0.810000,0.367779,0.020000,-0.978744,-0.316912
-0.310000,-0.790000,0.349050,0.020000,-1.063761,-0.320976
-0.330000,-0.790000,0.356742,0.020000,-1.124960,-0.414214
-0.290000,-0.810000,0.361431,0.020000,-0.917242,-0.224596
-0.270000,-0.810000,0.354543,0.020000,-0.859152,-0.138175
-0.270000,-0.790000,0.335861,0.020000,-0.950642,-0.151147
-0.290000,-0.790000,0.342356,0.020000,-1.005603,-0.233268
0.270000,-0.810000,0.354370,0.020000,-0.859152,-0.138175
0.290000,-0.810000,0.360764,0.020000,-0.917242,-0.224596
0.290000,-0.790000,0.342059,0.020000,-1.005603,-0.233268
0.270000,-0.790000,0.335308,0.020000,-0.950642,-0.151147
0.310000,-0.810000,0.368135,0.020000,-0.978744,-0.316912
0.330000,-0.810000,0.375586,0.020000,-1.043500,-0.415065
0.330000,-0.790000,0.356836,0.020000,-1.124960,-0.414214
0.310000,-0.790000,0.349824,0.020000,-1.063761,-0.320976
0.350000,-0.810000,0.382832,0.020000,-1.111344,-0.518994
0.370000,-0.810000,0.390969,0.020000,-1.182094,-0.628632
0.370000,-0.790000,0.372993,0.020000,-1.255806,-0.617029
0.350000,-0.790000,0.364456,0.020000,-1.189034,-0.512920
0.390000,-0.810000,0.399941,0.020000,-1.255559,-0.743912
0.410000,-0.810000,0.408701,0.020000,-1.331536,-0.864760
0.410000,-0.790000,0.390643,0.020000,-1.396671,-0.841176
0.390000,-0.790000,0.382272,0.020000,-1.325086,-0.726472
0.430000,-0.810000,0.417501,0.020000,-1.409808,-0.991099
0.450000,-0.810000,0.427056,0.020000,-1.490147,-1.122850
0.450000,-0.790000,0.409808,0.020000,-1.545889,-1.086056
0.430000,-0.790000,0.399841,0.020000,-1.470348,-0.961064
0.470000,-0.810000,0.437318,0.020000,-1.572308,-1.259926
0.490000,-0.810000,0.447635,0.020000,-1.656039,-1.402240
0.490000,-0.790000,0.430267,0.020000,-1.701594,-1.351008
0.470000,-0.790000,0.420491,0.020000,-1.623055,-1.216067
0.510000,-0.810000,0.457692,0.020000,-1.741121,-1.549700
0.530000,-0.810000,0.468387,0.020000,-1.826640,-1.702210
0.530000,-0.790000,0.451818,0.020000,-1.861742,-1.635311
0.510000,-0.790000,0.440720,0.020000,-1.781230,-1.490788
0.550000,-0.810000,0.479678,0.020000,-1.917674,-1.859670
0.570000,-0.810000,0.491524,0.020000,-1.976161,-2.021975
0.570000,-0.790000,0.475058,0.020000,-2.024022,-1.938180
0.550000,-0.790000,0.463513,0.020000,-1.942569,-1.784476
0.610000,-0.790000,0.498494,0.020000,-2.102015,-2.258772
0.590000,-0.790000,0.486506,0.020000,-2.111130,-2.096316
-0.630000,-0.770000,0.495334,0.020000,-2.263267,-2.314804
-0.630000,-0.750000,0.479889,0.020000,-2.253000,-2.205139
-0.650000,-0.750000,0.493033,0.020000,-2.352345,-2.356963
-0.610000,-0.770000,0.483082,0.020000,-2.194927,-2.157428
-0.590000,-0.770000,0.471168,0.020000,-2.114826,-2.003958
-0.590000,-0.750000,0.455101,0.020000,-2.120837,-1.912095
-0.610000,-0.750000,0.467231,0.020000,-2.189398,-2.056810
-0.570000,-0.770000,0.458641,0.020000,-2.040746,-1.854508
-0.550000,-0.770000,0.446659,0.020000,-1.965234,-1.709190
-0.550000,-0.750000,0.430594,0.020000,-1.981983,-1.633963
-0.570000,-0.750000,0.443010,0.020000,-2.051622,-1.771109
-0.530000,-0.770000,0.435267,0.020000,-1.889908,-1.568112
-0.510000,-0.770000,0.424511,0.020000,-1.814914,-1.431377
-0.510000,-0.750000,0.407574,0.020000,-1.842572,-1.371617
-0.530000,-0.750000,0.418764,0.020000,-1.912195,-1.500764
-0.490000,-0.770000,0.413576,0.020000,-1.740558,-1.299085
-0.470000,-0.770000,0.402574,0.020000,-1.667117,-1.171332
-0.470000,-0.750000,0.385796,0.020000,-1.704958,-1.125872
-0.490000,-0.750000,0.397075,0.020000,-1.773401,-1.246621
-0.450000,-0.770000,0.392283,0.020000,-1.594855,-1.048210
-0.430000,-0.770000,0.382762,0.020000,-1.524022,-0.929808
-0.430000,-0.750000,0.365075,0.020000,-1.571290,-0.897481
-0.450000,-0.750000,0.375045,0.020000,-1.637505,-1.009463
-0.410000,-0.770000,0.373345,0.020000,-1.454856,-0.816210
-0.390000,-0.770000,0.363608,0.020000,-1.387581,-0.707496
-0.390000,-0.750000,0.346036,0.020000,-1.443503,-0.687134
-0.410000,-0.750000,0.355950,0.020000,-1.506548,-0.790011
-0.370000,-0.770000,0.354732,0.020000,-1.322411,-0.603744
-0.350000,-0.770000,0.346783,0.020000,-1.259545,-0.505026
-0.350000,-0.750000,0.328312,0.020000,-1.323332,-0.495463
-0.370000,-0.750000,0.336697,0.020000,-1.382365,-0.588927
0.350000,-0.770000,0.346259,0.020000,-1.259545,-0.505026
0.370000,-0.770000,0.355234,0.020000,-1.322411,-0.603744
0.370000,-0.750000,0.337629,0.020000,-1.382365,-0.588927
0.350000,-0.750000,0.328272,0.020000,-1.323332,-0.495462
0.390000,-0.770000,0.364002,0.020000,-1.387581,-0.707496
0.410000,-0.770000,0.372784,0.020000,-1.454856,-0.816210
0.410000,-0.750000,0.355153,0.020000,-1.506548,-0.790011
0.390000,-0.750000,0.345924,0.020000,-1.443503,-0.687134
0.430000,-0.770000,0.382411,0.020000,-1.524022,-0.929808
0.450000,-0.770000,0.392821,0.020000,-1.594855,-1.048210
0.450000,-0.750000,0.375801,0.020000,-1.637505,-1.009462
0.430000,-0.750000,0.365245,0.020000,-1.571290,-0.897481
0.470000,-0.770000,0.402962,0.020000,-1.667117,-1.171332
0.490000,-0.770000,0.413138,0.020000,-1.740558,-1.299085
0.490000,-0.750000,0.396277,0.020000,-1.773401,-1.246621
0.470000,-0.750000,0.385656,0.020000,-1.704958,-1.125872
0.510000,-0.770000,0.424013,0.020000,-1.814914,-1.431377
0.530000,-0.770000,0.435537,0.020000,-1.889908,-1.568112
0.530000,-0.750000,0.419577,0.020000,-1.912195,-1.500764
0.510000,-0.750000,0.407603,0.020000,-1.842572,-1.371617
0.550000,-0.770000,0.447333,0.020000,-1.965234,-1.709190
0.570000,-0.770000,0.458601,0.020000,-2.040746,-1.854508
0.570000,-0.750000,0.442435,0.020000,-2.051622,-1.771109
0.550000,-0.750000,0.430745,0.020000,-1.981983,-1.633963
0.590000,-0.770000,0.470450,0.020000,-2.114826,-2.003958
0.610000,-0.770000,0.482836,0.020000,-2.194927,-2.157428
0.610000,-0.750000,0.467510,0.020000,-2.189398,-2.056810
0.590000,-0.750000,0.454706,0.020000,-2.120837,-1.912095
0.630000,-0.770000,0.495721,0.020000,-2.263267,-2.314804
0.650000,-0.750000,0.493102,0.020000,-2.352345,-2.356962
0.630000,-0.750000,0.480584,0.020000,-2.253000,-2.205139
-0.670000,-0.730000,0.491798,0.020000,-2.352389,-2.385132
-0.670000,-0.710000,0.476798,0.020000,-2.334665,-2.259858
-0.690000,-0.710000,0.490455,0.020000,-2.363165,-2.399236
-0.650000,-0.730000,0.478350,0.020000,-2.302791,-2.239314
-0.630000,-0.730000,0.464791,0.020000,-2.244693,-2.096584
-0.630000,-0.710000,0.450075,0.020000,-2.227853,-1.989281
-0.650000,-0.710000,0.463601,0.020000,-2.281013,-2.123164
-0.610000,-0.730000,0.451710,0.020000,-2.183200,-1.957064
-0.590000,-0.730000,0.439151,0.020000,-2.120805,-1.820874
-0.590000,-0.710000,0.423546,0.020000,-2.116112,-1.730436
-0.610000,-0.710000,0.436554,0.020000,-2.172721,-1.858332
-0.570000,-0.730000,0.427160,0.020000,-2.057400,-1.688128
-0.550000,-0.730000,0.414870,0.020000,-1.993369,-1.558938
-0.550000,-0.710000,0.399267,0.020000,-1.999843,-1.484260
-0.570000,-0.710000,0.411099,0.020000,-2.058378,-1.605708
-0.530000,-0.730000,0.402579,0.020000,-1.929022,-1.433412
-0.510000,-0.730000,0.390925,0.020000,-1.864660,-1.311653
-0.510000,-0.710000,0.374605,0.020000,-1.881610,-1.251628
-0.530000,-0.710000,0.386751,0.020000,-1.940821,-1.366199
-0.490000,-0.730000,0.379968,0.020000,-1.800570,-1.193761
-0.470000,-0.730000,0.369339,0.020000,-1.737025,-1.079832
-0.470000,-0.710000,0.352469,0.020000,-1.763746,-1.033355
-0.490000,-0.710000,0.363156,0.020000,-1.822495,-1.140648
-0.450000,-0.730000,0.358095,0.020000,-1.674285,-0.969958
-0.430000,-0.730000,0.347639,0.020000,-1.612596,-0.864228
-0.430000,-0.710000,0.330493,0.020000,-1.648366,-0.830192
-0.450000,-0.710000,0.341474,0.020000,-1.705622,-0.929840
0.430000,-0.730000,0.348381,0.020000,-1.612596,-0.864228
0.450000,-0.730000,0.358300,0.020000,-1.674285,-0.969958
0.450000,-0.710000,0.341075,0.020000,-1.705622,-0.929840
0.430000,-0.710000,0.331100,0.020000,-1.648366,-0.830192
0.470000,-0.730000,0.368624,0.020000,-1.737025,-1.079832
0.490000,-0.730000,0.379722,0.020000,-1.800570,-1.193761
0.490000,-0.710000,0.363513,0.020000,-1.822495,-1.140648
0.470000,-0.710000,0.351905,0.020000,-1.763746,-1.033355
0.510000,-0.730000,0.391527,0.020000,-1.864660,-1.311653
0.530000,-0.730000,0.402948,0.020000,-1.929022,-1.433412
0.530000,-0.710000,0.386525,0.020000,-1.940821,-1.366199
0.510000,-0.710000,0.375224,0.020000,-1.881610,-1.251628
0.550000,-0.730000,0.414458,0.020000,-1.993369,-1.558938
0.570000,-0.730000,0.426595,0.020000,-2.057400,-1.688128
0.570000,-0.710000,0.411118,0.020000,-2.058378,-1.605708
0.550000,-0.710000,0.398509,0.020000,-1.999843,-1.484260
0.590000,-0.730000,0.439308,0.020000,-2.120805,-1.820874
0.610000,-0.730000,0.452535,0.020000,-2.183200,-1.957064
0.610000,-0.710000,0.436810,0.020000,-2.172721,-1.858332
0.590000,-0.710000,0.424295,0.020000,-2.116112,-1.730436
0.630000,-0.730000,0.464947,0.020000,-2.244693,-2.096584
0.650000,-0.730000,0.477875,0.020000,-2.302791,-2.239314
0.650000,-0.710000,0.463012,0.020000,-2.281013,-2.123164
0.630000,-0.710000,0.449657,0.020000,-2.227853,-1.989281
0.670000,-0.730000,0.491277,0.020000,-2.352389,-2.385132
0.690000,-0.710000,0.491078,0.020000,-2.363165,-2.399236
0.670000,-0.710000,0.476832,0.020000,-2.334665,-2.259858
-0.710000,-0.690000,0.490742,0.020000,-2.397926,-2.399236
-0.710000,-0.670000,0.477387,0.020000,-2.329874,-2.259858
-0.730000,-0.670000,0.491614,0.020000,-2.372230,-2.385132
-0.690000,-0.690000,0.476253,0.020000,-2.341772,-2.266712
-0.670000,-0.690000,0.462176,0.020000,-2.299392,-2.136473
-0.670000,-0.670000,0.447971,0.020000,-2.263564,-2.015112
-0.690000,-0.670000,0.462480,0.020000,-2.299743,-2.136473
-0.650000,-0.690000,0.448550,0.020000,-2.254660,-2.008650
-0.630000,-0.690000,0.435415,0.020000,-2.207347,-1.883368
-0.630000,-0.670000,0.420306,0.020000,-2.183269,-1.778980
-0.650000,-0.670000,0.433898,0.020000,-2.224668,-1.895906
-0.610000,-0.690000,0.421801,0.020000,-2.158078,-1.760752
-0.590000,-0.690000,0.408323,0.020000,-2.107176,-1.640920
-0.590000,-0.670000,0.393529,0.020000,-2.094399,-1.552460
-0.610000,-0.670000,0.407243,0.020000,-2.139728,-1.664459
-0.570000,-0.690000,0.395398,0.020000,-2.054983,-1.523987
-0.550000,-0.690000,0.383082,0.020000,-2.001825,-1.410066
-0.550000,-0.670000,0.367272,0.020000,-1.999716,-1.336490
-0.570000,-0.670000,0.380101,0.020000,-2.047621,-1.443100
-0.530000,-0.690000,0.371326,0.020000,-1.948011,-1.299262
-0.510000,-0.690000,0.358658,0.020000,-1.893839,-1.191680
-0.510000,-0.670000,0.343136,0.020000,-1.901745,-1.131943
-0.530000,-0.670000,0.355106,0.020000,-1.950992,-1.232736
0.510000,-0.690000,0.358647,0.020000,-1.893839,-1.191680
0.530000,-0.690000,0.370454,0.020000,-1.948011,-1.299262
0.530000,-0.670000,0.354782,0.020000,-1.950992,-1.232736
0.510000,-0.670000,0.342435,0.020000,-1.901745,-1.131943
0.550000,-0.690000,0.382941,0.020000,-2.001825,-1.410066
0.570000,-0.690000,0.396046,0.020000,-2.054983,-1.523987
0.570000,-0.670000,0.380601,0.020000,-2.047621,-1.443100
0.550000,-0.670000,0.367802,0.020000,-1.999716,-1.336490
0.590000,-0.690000,0.408693,0.020000,-2.107176,-1.640920
0.610000,-0.690000,0.421448,0.020000,-2.158078,-1.760752
0.610000,-0.670000,0.406490,0.020000,-2.139728,-1.664459
0.590000,-0.670000,0.393250,0.020000,-2.094399,-1.552460
0.630000,-0.690000,0.434750,0.020000,-2.207347,-1.883368
0.650000,-0.690000,0.448549,0.020000,-2.254660,-2.008650
0.650000,-0.670000,0.434525,0.020000,-2.224668,-1.895906
0.630000,-0.670000,0.420265,0.020000,-2.183269,-1.778980
0.670000,-0.690000,0.462801,0.020000,-2.299392,-2.136473
0.690000,-0.690000,0.476658,0.020000,-2.341772,-2.266712
0.690000,-0.670000,0.462283,0.020000,-2.299743,-2.136473
0.670000,-0.670000,0.448388,0.020000,-2.263564,-2.015112
0.710000,-0.690000,0.490568,0.020000,-2.397926,-2.399236
0.730000,-0.670000,0.491339,0.020000,-2.372230,-2.385132
0.710000,-0.670000,0.476613,0.020000,-2.329874,-2.259858
-0.750000,-0.650000,0.492868,0.020000,-2.287275,-2.356963
-0.750000,-0.630000,0.480035,0.020000,-2.259952,-2.205139
-0.770000,-0.630000,0.495736,0.020000,-2.274509,-2.314804
-0.730000,-0.650000,0.477911,0.020000,-2.304950,-2.239314
-0.710000,-0.650000,0.463334,0.020000,-2.281322,-2.123164
-0.710000,-0.630000,0.449658,0.020000,-2.227859,-1.989281
-0.730000,-0.630000,0.464664,0.020000,-2.244065,-2.096584
-0.690000,-0.650000,0.449174,0.020000,-2.254611,-2.008650
-0.670000,-0.650000,0.434222,0.020000,-2.224671,-1.895906
-0.670000,-0.630000,0.420893,0.020000,-2.183269,-1.778980
-0.690000,-0.630000,0.435053,0.020000,-2.207351,-1.883368
-0.650000,-0.650000,0.419688,0.020000,-2.191668,-1.785063
-0.630000,-0.650000,0.405620,0.020000,-2.156009,-1.676247
-0.630000,-0.630000,0.391406,0.020000,-2.125950,-1.575296
-0.650000,-0.630000,0.405967,0.020000,-2.156009,-1.676247
-0.610000,-0.650000,0.392069,0.020000,-2.118061,-1.569582
-0.590000,-0.650000,0.379088,0.020000,-2.078173,-1.465187
-0.590000,-0.630000,0.363838,0.020000,-2.058871,-1.379227
-0.610000,-0.630000,0.377344,0.020000,-2.093455,-1.476250
-0.570000,-0.650000,0.365259,0.020000,-2.036680,-1.363177
-0.550000,-0.650000,0.351889,0.020000,-1.993904,-1.263663
-0.550000,-0.630000,0.336991,0.020000,-1.984761,-1.191711
-0.570000,-0.630000,0.350929,0.020000,-2.022534,-1.284344
0.550000,-0.650000,0.352540,0.020000,-1.993904,-1.263663
0.570000,-0.650000,0.365065,0.020000,-2.036680,-1.363177
0.570000,-0.630000,0.349983,0.020000,-2.022534,-1.284344
0.550000,-0.630000,0.336897,0.020000,-1.984761,-1.191711
0.590000,-0.650000,0.378235,0.020000,-2.078173,-1.465187
0.610000,-0.650000,0.391982,0.020000,-2.118061,-1.569582
0.610000,-0.630000,0.377976,0.020000,-2.093455,-1.476250
0.590000,-0.630000,0.363699,0.020000,-2.058871,-1.379227
0.630000,-0.650000,0.406250,0.020000,-2.156009,-1.676247
0.650000,-0.650000,0.420121,0.020000,-2.191668,-1.785063
0.650000,-0.630000,0.405715,0.020000,-2.156009,-1.676247
0.630000,-0.630000,0.391855,0.020000,-2.125950,-1.575296
0.670000,-0.650000,0.433999,0.020000,-2.224671,-1.895906
0.690000,-0.650000,0.448340,0.020000,-2.254611,-2.008650
0.690000,-0.630000,0.434871,0.020000,-2.207351,-1.883368
0.670000,-0.630000,0.420070,0.020000,-2.183269,-1.778980
0.710000,-0.650000,0.463102,0.020000,-2.281322,-2.123164
0.730000,-0.650000,0.478244,0.020000,-2.304950,-2.239314
0.730000,-0.630000,0.465327,0.020000,-2.244065,-2.096584
0.710000,-0.630000,0.450074,0.020000,-2.227859,-1.989281
0.750000,-0.650000,0.493595,0.020000,-2.287275,-2.356963
0.770000,-0.630000,0.495329,0.020000,-2.274509,-2.314804
0.750000,-0.630000,0.480146,0.020000,-2.259952,-2.205139
-0.790000,-0.610000,0.498719,0.020000,-2.249985,-2.258772
-0.790000,-0.590000,0.486411,0.020000,-2.099353,-2.096316
-0.770000,-0.610000,0.483316,0.020000,-2.185515,-2.157428
-0.750000,-0.610000,0.467705,0.020000,-2.189049,-2.056810
-0.750000,-0.590000,0.455130,0.020000,-2.120801,-1.912095
-0.770000,-0.590000,0.470605,0.020000,-2.116629,-2.003958
-0.730000,-0.610000,0.451915,0.020000,-2.183284,-1.957064
-0.710000,-0.610000,0.436470,0.020000,-2.172716,-1.858332
-0.710000,-0.590000,0.423817,0.020000,-2.116112,-1.730436
-0.730000,-0.590000,0.439706,0.020000,-2.120797,-1.820874
-0.690000,-0.610000,0.421409,0.020000,-2.158078,-1.760752
-0.670000,-0.610000,0.406774,0.020000,-2.139728,-1.664459
-0.670000,-0.590000,0.393166,0.020000,-2.094399,-1.552460
-0.690000,-0.590000,0.408289,0.020000,-2.107176,-1.640920
-0.650000,-0.610000,0.392612,0.020000,-2.118061,-1.569582
-0.630000,-0.610000,0.377716,0.020000,-2.093455,-1.476250
-0.630000,-0.590000,0.364332,0.020000,-2.058871,-1.379227
-0.650000,-0.590000,0.378495,0.020000,-2.078173,-1.465187
-0.610000,-0.610000,0.363124,0.020000,-2.066271,-1.384584
-0.590000,-0.610000,0.349069,0.020000,-2.036855,-1.294704
-0.590000,-0.590000,0.334843,0.020000,-2.012469,-1.211736
-0.610000,-0.590000,0.349471,0.020000,-2.036855,-1.294704
0.590000,-0.610000,0.349704,0.020000,-2.036855,-1.294704
0.610000,-0.610000,0.363593,0.020000,-2.066271,-1.384584
0.610000,-0.590000,0.349146,0.020000,-2.036855,-1.294704
0.590000,-0.590000,0.335335,0.020000,-2.012469,-1.211736
0.630000,-0.610000,0.377431,0.020000,-2.093455,-1.476250
0.650000,-0.610000,0.391801,0.020000,-2.118061,-1.569582
0.650000,-0.590000,0.378432,0.020000,-2.078173,-1.465187
0.630000,-0.590000,0.363534,0.020000,-2.058871,-1.379227
0.670000,-0.610000,0.406647,0.020000,-2.139728,-1.664459
0.690000,-0.610000,0.421919,0.020000,-2.158078,-1.760752
0.690000,-0.590000,0.408797,0.020000,-2.107176,-1.640920
0.670000,-0.590000,0.393783,0.020000,-2.094399,-1.552460
0.710000,-0.610000,0.437060,0.020000,-2.172716,-1.858332
0.730000,-0.610000,0.451922,0.020000,-2.183284,-1.957064
0.730000,-0.590000,0.439019,0.020000,-2.120797,-1.820874
0.710000,-0.590000,0.423705,0.020000,-2.116112,-1.730436
0.750000,-0.610000,0.467166,0.020000,-2.189049,-2.056810
0.770000,-0.610000,0.482758,0.020000,-2.185515,-2.157428
0.770000,-0.590000,0.470701,0.020000,-2.116629,-2.003958
0.750000,-0.590000,0.454696,0.020000,-2.120801,-1.912095
0.790000,-0.610000,0.498665,0.020000,-2.249985,-2.258772
0.790000,-0.590000,0.487002,0.020000,-2.099353,-2.096316
-0.830000,-0.550000,0.496492,0.020000,-1.880990,-1.934618
-0.810000,-0.570000,0.491118,0.020000,-2.023480,-2.021975
-0.790000,-0.570000,0.474626,0.020000,-2.023874,-1.938180
-0.790000,-0.550000,0.463406,0.020000,-1.942852,-1.784476
-0.810000,-0.550000,0.480282,0.020000,-1.910070,-1.859670
-0.770000,-0.570000,0.458415,0.020000,-2.040507,-1.854508
-0.750000,-0.570000,0.442513,0.020000,-2.051635,-1.771109
-0.750000,-0.550000,0.430456,0.020000,-1.981980,-1.633963
-0.770000,-0.550000,0.446787,0.020000,-1.965258,-1.709190
-0.730000,-0.570000,0.426956,0.020000,-2.057400,-1.688128
-0.710000,-0.570000,0.411746,0.020000,-2.058378,-1.605708
-0.710000,-0.550000,0.398797,0.020000,-1.999843,-1.484260
-0.730000,-0.550000,0.414446,0.020000,-1.993369,-1.558938
-0.690000,-0.570000,0.395745,0.020000,-2.054983,-1.523987
-0.670000,-0.570000,0.380123,0.020000,-2.047621,-1.443100
-0.670000,-0.550000,0.367706,0.020000,-1.999716,-1.336490
-0.690000,-0.550000,0.383553,0.020000,-2.001825,-1.410066
-0.650000,-0.570000,0.364928,0.020000,-2.036680,-1.363177
-0.630000,-0.570000,0.350217,0.020000,-2.022534,-1.284344
-0.630000,-0.550000,0.336699,0.020000,-1.984761,-1.191711
-0.650000,-0.550000,0.351976,0.020000,-1.993904,-1.263663
0.630000,-0.570000,0.350229,0.020000,-2.022534,-1.284344
0.650000,-0.570000,0.365670,0.020000,-2.036680,-1.363177
0.650000,-0.550000,0.352280,0.020000,-1.993904,-1.263662
0.630000,-0.550000,0.337585,0.020000,-1.984761,-1.191711
0.670000,-0.570000,0.380536,0.020000,-2.047621,-1.443100
0.690000,-0.570000,0.395499,0.020000,-2.054983,-1.523987
0.690000,-0.550000,0.382784,0.020000,-2.001825,-1.410066
0.670000,-0.550000,0.367304,0.020000,-1.999716,-1.336490
0.710000,-0.570000,0.410890,0.020000,-2.058378,-1.605708
0.730000,-0.570000,0.426663,0.020000,-2.057400,-1.688128
0.730000,-0.550000,0.414905,0.020000,-1.993369,-1.558938
0.710000,-0.550000,0.398666,0.020000,-1.999843,-1.484260
0.750000,-0.570000,0.442778,0.020000,-2.051635,-1.771109
0.770000,-0.570000,0.459199,0.020000,-2.040507,-1.854508
0.770000,-0.550000,0.446949,0.020000,-1.965258,-1.709190
0.750000,-0.550000,0.431157,0.020000,-1.981980,-1.633963
0.790000,-0.570000,0.474978,0.020000,-2.023874,-1.938180
0.810000,-0.570000,0.490990,0.020000,-2.023480,-2.021975
0.810000,-0.550000,0.479477,0.020000,-1.910070,-1.859670
0.790000,-0.550000,0.463067,0.020000,-1.942852,-1.784476
