x,y,R,s,phi,sigma_xx,sigma_yy,tau_xy,epsilon_xx,epsilon_yy,epsilon_xy
-0.600000,0.720000,1.280976,0.080000,-1752.742096,-1.198464,-0.059174,0.459601,-0.000000,0.000000,0.000000
-0.520000,0.720000,1.280352,0.080000,-1752.742156,-1.224630,-0.033109,0.380802,-0.000000,0.000000,0.000000
-0.440000,0.720000,1.280039,0.080000,-1752.742433,-1.244714,-0.013107,0.309476,-0.000000,0.000000,0.000000
-0.360000,0.720000,1.280039,0.080000,-1752.742797,-1.259869,0.001984,0.244514,-0.000000,0.000000,0.000000
-0.280000,0.720000,1.280352,0.080000,-1752.743150,-1.270997,0.013061,0.184771,-0.000000,0.000000,0.000000
-0.200000,0.720000,1.280976,0.080000,-1752.743423,-1.278779,0.020807,0.129085,-0.000000,0.000000,0.000000
-0.120000,0.720000,1.280352,0.080000,-1752.743565,-1.283705,0.025710,0.076295,-0.000000,0.000000,0.000000
-0.040000,0.720000,1.280039,0.080000,-1752.743544,-1.286090,0.028084,0.025240,-0.000000,0.000000,0.000000
0.040000,0.720000,1.280039,0.080000,-1752.743345,-1.286090,0.028084,-0.025238,-0.000000,0.000000,-0.000000
0.120000,0.720000,1.280352,0.080000,-1752.742967,-1.283705,0.025710,-0.076293,-0.000000,0.000000,-0.000000
0.200000,0.720000,1.280976,0.080000,-1752.742428,-1.278779,0.020807,-0.129083,-0.000000,0.000000,-0.000000
0.280000,0.720000,1.280352,0.080000,-1752.741757,-1.270997,0.013061,-0.184768,-0.000000,0.000000,-0.000000
0.360000,0.720000,1.280039,0.080000,-1752.741004,-1.259869,0.001984,-0.244511,-0.000000,0.000000,-0.000000
0.440000,0.720000,1.280039,0.080000,-1752.740242,-1.244714,-0.013107,-0.309473,-0.000000,0.000000,-0.000000
0.520000,0.720000,1.280352,0.080000,-1752.739568,-1.224630,-0.033109,-0.380799,-0.000000,0.000000,-0.000000
0.600000,0.720000,1.280976,0.080000,-1752.739109,-1.198464,-0.059174,-0.459597,-0.000000,0.000000,-0.000000
0.680000,0.720000,1.280352,0.080000,-1752.739035,-1.164777,-0.092740,-0.546903,-0.000000,0.000000,-0.000000
0.760000,0.720000,1.280039,0.080000,-1752.739561,-1.121794,-0.135577,-0.643626,-0.000000,0.000000,-0.000000
0.840000,0.720000,1.280039,0.080000,-1752.740963,-1.067368,-0.189831,-0.750471,-0.000000,0.000000,-0.000000
0.920000,0.720000,1.280352,0.080000,-1752.743589,-0.998935,-0.258065,-0.867833,-0.000000,0.000000,-0.000000
1.000000,0.720000,1.280976,0.080000,-1752.747880,-0.913481,-0.343291,-0.995652,-0.000000,0.000000,-0.000000
1.080000,0.720000,1.280352,0.080000,-1752.754382,-0.807538,-0.448981,-1.133232,-0.000000,-0.000000,-0.000000
1.160000,0.720000,1.280039,0.080000,-1752.763776,-0.677209,-0.579036,-1.279005,-0.000000,-0.000000,-0.000000
1.240000,0.720000,1.260357,0.080000,-1752.776895,-0.518264,-0.737699,-1.430250,-0.000000,-0.000000,-0.000000
1.320000,0.720000,1.180381,0.080000,-1752.794760,-0.326318,-0.929371,-1.582770,0.000000,-0.000000,-0.000000
1.400000,0.720000,1.100409,0.080000,-1752.818599,-0.097151,-1.158302,-1.730554,0.000000,-0.000000,-0.000000
1.480000,0.720000,1.020441,0.080000,-1752.849881,0.172816,-1.428110,-1.865441,0.000000,-0.000000,-0.000000
1.560000,0.720000,0.940479,0.080000,-1752.890333,0.485832,-1.741099,-1.976887,0.000000,-0.000000,-0.000000
1.640000,0.720000,0.860523,0.080000,-1752.941960,0.841908,-2.097345,-2.051898,0.000000,-0.000000,-0.000000
1.720000,0.720000,0.780577,0.080000,-1753.007038,1.237710,-2.493587,-2.075289,0.000000,-0.000000,-0.000000
1.800000,0.720000,0.700643,0.080000,-1753.088099,1.665337,-2.921994,-2.030408,0.000000,-0.000000,-0.000000
1.880000,0.720000,0.620725,0.080000,-1753.187873,2.111162,-3.368991,-1.900473,0.000000,-0.000000,-0.000000
1.960000,0.720000,0.540833,0.080000,-1753.309208,2.558872,-3.827611,-1.666142,0.000000,-0.000000,-0.000000
2.040000,0.720000,0.460977,0.080000,-1753.454936,2.974570,-4.239928,-1.334173,0.000000,-0.000000,-0.000000
2.120000,0.720000,0.381182,0.080000,-1753.627701,3.330634,-4.598424,-0.881359,0.000000,-0.000000,-0.000000
-2.120000,0.800000,0.383275,0.080000,-1753.511125,3.891252,-5.163998,1.252581,0.000000,-0.000000,0.000000
-2.040000,0.800000,0.462709,0.080000,-1753.346352,3.403513,-4.670533,1.789303,0.000000,-0.000000,0.000000
-1.960000,0.800000,0.542310,0.080000,-1753.211352,2.856810,-4.127757,2.161613,0.000000,-0.000000,0.000000
-1.880000,0.800000,0.622013,0.080000,-1753.102646,2.287514,-3.544253,2.404214,0.000000,-0.000000,0.000000
-1.800000,0.800000,0.701783,0.080000,-1753.016634,1.738179,-2.993589,2.515911,0.000000,-0.000000,0.000000
-1.720000,0.800000,0.781601,0.080000,-1752.949810,1.226924,-2.481555,2.524957,0.000000,-0.000000,0.000000
-1.640000,0.800000,0.861452,0.080000,-1752.898904,0.767612,-2.021911,2.455474,0.000000,-0.000000,0.000000
-1.560000,0.800000,0.941329,0.080000,-1752.860981,0.366537,-1.620831,2.329988,0.000000,-0.000000,0.000000
-1.480000,0.800000,1.021225,0.080000,-1752.833474,0.024410,-1.278916,2.167975,0.000000,-0.000000,0.000000
-1.400000,0.800000,1.101136,0.080000,-1752.814192,-0.261780,-0.993064,1.985268,0.000000,-0.000000,0.000000
-1.320000,0.800000,1.181059,0.080000,-1752.801302,-0.497228,-0.758014,1.794075,-0.000000,-0.000000,0.000000
-1.240000,0.800000,1.200042,0.080000,-1752.793296,-0.688156,-0.567496,1.603332,-0.000000,-0.000000,0.000000
-1.160000,0.800000,1.200042,0.080000,-1752.788949,-0.841017,-0.415027,1.419219,-0.000000,-0.000000,0.000000
-1.080000,0.800000,1.200375,0.080000,-1752.787280,-0.961993,-0.294410,1.245707,-0.000000,0.000000,0.000000
-1.000000,0.800000,1.201041,0.080000,-1752.787515,-1.056706,-0.200015,1.085071,-0.000000,0.000000,0.000000
-0.920000,0.800000,1.200375,0.080000,-1752.789045,-1.130092,-0.126903,0.938331,-0.000000,0.000000,0.000000
-0.840000,0.800000,1.200042,0.080000,-1752.791399,-1.186375,-0.070854,0.805606,-0.000000,0.000000,0.000000
-0.760000,0.800000,1.200042,0.080000,-1752.794217,-1.229092,-0.028331,0.686402,-0.000000,0.000000,0.000000
-0.680000,0.800000,1.200375,0.080000,-1752.797224,-1.261163,0.003578,0.579814,-0.000000,0.000000,0.000000
-0.600000,0.800000,1.201041,0.080000,-1752.800213,-1.284960,0.027244,0.484687,-0.000000,0.000000,0.000000
-0.520000,0.800000,1.200375,0.080000,-1752.803033,-1.302392,0.044569,0.399720,-0.000000,0.000000,0.000000
-0.440000,0.800000,1.200042,0.080000,-1752.805571,-1.314971,0.057063,0.323543,-0.000000,0.000000,0.000000
-0.360000,0.800000,1.200042,0.080000,-1752.807746,-1.323882,0.065907,0.254761,-0.000000,0.000000,0.000000
-0.280000,0.800000,1.200375,0.080000,-1752.809502,-1.330031,0.072006,0.191986,-0.000000,0.000000,0.000000
-0.200000,0.800000,1.201041,0.080000,-1752.810798,-1.334094,0.076033,0.133848,-0.000000,0.000000,0.000000
-0.120000,0.800000,1.200375,0.080000,-1752.811609,-1.336550,0.078465,0.079000,-0.000000,0.000000,0.000000
-0.040000,0.800000,1.200042,0.080000,-1752.811919,-1.337703,0.079607,0.026116,-0.000000,0.000000,0.000000
0.040000,0.800000,1.200042,0.080000,-1752.811719,-1.337703,0.079607,-0.026114,-0.000000,0.000000,-0.000000
0.120000,0.800000,1.200375,0.080000,-1752.811012,-1.336550,0.078465,-0.078997,-0.000000,0.000000,-0.000000
0.200000,0.800000,1.201041,0.080000,-1752.809803,-1.334094,0.076033,-0.133845,-0.000000,0.000000,-0.000000
0.280000,0.800000,1.200375,0.080000,-1752.808108,-1.330030,0.072005,-0.191984,-0.000000,0.000000,-0.000000
0.360000,0.800000,1.200042,0.080000,-1752.805954,-1.323881,0.065907,-0.254758,-0.000000,0.000000,-0.000000
0.440000,0.800000,1.200042,0.080000,-1752.803381,-1.314971,0.057063,-0.323540,-0.000000,0.000000,-0.000000
0.520000,0.800000,1.200375,0.080000,-1752.800444,-1.302392,0.044568,-0.399716,-0.000000,0.000000,-0.000000
0.600000,0.800000,1.201041,0.080000,-1752.797226,-1.284960,0.027243,-0.484683,-0.000000,0.000000,-0.000000
0.680000,0.800000,1.200375,0.080000,-1752.793838,-1.261163,0.003578,-0.579809,-0.000000,0.000000,-0.000000
0.760000,0.800000,1.200042,0.080000,-1752.790434,-1.229093,-0.028331,-0.686396,-0.000000,0.000000,-0.000000
0.840000,0.800000,1.200042,0.080000,-1752.787218,-1.186375,-0.070853,-0.805599,-0.000000,0.000000,-0.000000
0.920000,0.800000,1.200375,0.080000,-1752.784465,-1.130093,-0.126902,-0.938323,-0.000000,0.000000,-0.000000
1.000000,0.800000,1.201041,0.080000,-1752.782537,-1.056707,-0.200014,-1.085062,-0.000000,0.000000,-0.000000
1.080000,0.800000,1.200375,0.080000,-1752.781904,-0.961995,-0.294408,-1.245697,-0.000000,0.000000,-0.000000
1.160000,0.800000,1.200042,0.080000,-1752.783174,-0.841020,-0.415024,-1.419207,-0.000000,-0.000000,-0.000000
1.240000,0.800000,1.200042,0.080000,-1752.787123,-0.688160,-0.567492,-1.603319,-0.000000,-0.000000,-0.000000
1.320000,0.800000,1.181059,0.080000,-1752.794731,-0.497234,-0.758008,-1.794060,-0.000000,-0.000000,-0.000000
1.400000,0.800000,1.101136,0.080000,-1752.807223,-0.261788,-0.993056,-1.985251,0.000000,-0.000000,-0.000000
1.480000,0.800000,1.021225,0.080000,-1752.826106,0.024400,-1.278906,-2.167956,0.000000,-0.000000,-0.000000
1.560000,0.800000,0.941329,0.080000,-1752.853215,0.366524,-1.620818,-2.329969,0.000000,-0.000000,-0.000000
1.640000,0.800000,0.861452,0.080000,-1752.890739,0.767596,-2.021895,-2.455453,0.000000,-0.000000,-0.000000
1.720000,0.800000,0.781601,0.080000,-1752.941246,1.226904,-2.481536,-2.524936,0.000000,-0.000000,-0.000000
1.800000,0.800000,0.701783,0.080000,-1753.007672,1.738156,-2.993565,-2.515889,0.000000,-0.000000,-0.000000
1.880000,0.800000,0.622013,0.080000,-1753.093284,2.287486,-3.544225,-2.404192,0.000000,-0.000000,-0.000000
1.960000,0.800000,0.542310,0.080000,-1753.201591,2.856777,-4.127723,-2.161593,0.000000,-0.000000,-0.000000
2.040000,0.800000,0.462709,0.080000,-1753.336192,3.403475,-4.670495,-1.789285,0.000000,-0.000000,-0.000000
2.120000,0.800000,0.383275,0.080000,-1753.500565,3.891211,-5.163956,-1.252567,0.000000,-0.000000,-0.000000
-2.120000,0.880000,0.381182,0.080000,-1753.359062,4.560565,-5.834991,1.774426,0.000000,-0.000000,0.000000
-2.040000,0.880000,0.460977,0.080000,-1753.205819,3.892976,-5.161973,2.399873,0.000000,-0.000000,0.000000
-1.960000,0.880000,0.540833,0.080000,-1753.085470,3.171891,-4.445418,2.802854,0.000000,-0.000000,0.000000
-1.880000,0.880000,0.620725,0.080000,-1752.993427,2.447194,-3.702221,3.034496,0.000000,-0.000000,0.000000
-1.800000,0.880000,0.700643,0.080000,-1752.925110,1.771358,-3.024960,3.104188,0.000000,-0.000000,0.000000
-1.720000,0.880000,0.780577,0.080000,-1752.876202,1.162915,-2.415853,3.052852,0.000000,-0.000000,0.000000
-1.640000,0.880000,0.860523,0.080000,-1752.842812,0.634143,-1.886979,2.914512,0.000000,-0.000000,0.000000
-1.560000,0.880000,0.940479,0.080000,-1752.821559,0.187675,-1.440783,2.718989,0.000000,-0.000000,0.000000
-1.480000,0.880000,1.020441,0.080000,-1752.809583,-0.180295,-1.073300,2.490582,0.000000,-0.000000,0.000000
-1.400000,0.880000,1.100409,0.080000,-1752.804527,-0.477322,-0.776859,2.247913,-0.000000,-0.000000,0.000000
-1.320000,0.880000,1.120402,0.080000,-1752.804487,-0.712694,-0.542091,2.004464,-0.000000,-0.000000,0.000000
-1.240000,0.880000,1.120045,0.080000,-1752.807954,-0.896067,-0.359292,1.769414,-0.000000,0.000000,0.000000
-1.160000,0.880000,1.120045,0.080000,-1752.813752,-1.036619,-0.219259,1.548548,-0.000000,0.000000,0.000000
-1.080000,0.880000,1.120402,0.080000,-1752.820977,-1.142598,-0.113731,1.345095,-0.000000,0.000000,0.000000
-1.000000,0.880000,1.121116,0.080000,-1752.828949,-1.221140,-0.035573,1.160445,-0.000000,0.000000,0.000000
-0.920000,0.880000,1.120402,0.080000,-1752.837165,-1.278243,0.021210,0.994708,-0.000000,0.000000,0.000000
-0.840000,0.880000,1.120045,0.080000,-1752.845257,-1.318847,0.061551,0.847152,-0.000000,0.000000,0.000000
-0.760000,0.880000,1.120045,0.080000,-1752.852963,-1.346951,0.089441,0.716517,-0.000000,0.000000,0.000000
-0.680000,0.880000,1.120402,0.080000,-1752.860104,-1.365748,0.108066,0.601239,-0.000000,0.000000,0.000000
-0.600000,0.880000,1.121116,0.080000,-1752.866558,-1.377760,0.119940,0.499603,-0.000000,0.000000,0.000000
-0.520000,0.880000,1.120402,0.080000,-1752.872248,-1.384955,0.127026,0.409847,-0.000000,0.000000,0.000000
-0.440000,0.880000,1.120045,0.080000,-1752.877128,-1.388855,0.130840,0.330217,-0.000000,0.000000,0.000000
-0.360000,0.880000,1.120045,0.080000,-1752.881171,-1.390620,0.132540,0.259006,-0.000000,0.000000,0.000000
-0.280000,0.880000,1.120402,0.080000,-1752.884367,-1.391120,0.132991,0.194570,-0.000000,0.000000,0.000000
-0.200000,0.880000,1.121116,0.080000,-1752.886713,-1.390991,0.132828,0.135324,-0.000000,0.000000,0.000000
-0.120000,0.880000,1.120402,0.080000,-1752.888208,-1.390674,0.132488,0.079742,-0.000000,0.000000,0.000000
-0.040000,0.880000,1.120045,0.080000,-1752.888855,-1.390448,0.132252,0.026340,-0.000000,0.000000,0.000000
0.040000,0.880000,1.120045,0.080000,-1752.888656,-1.390448,0.132252,-0.026338,-0.000000,0.000000,-0.000000
0.120000,0.880000,1.120402,0.080000,-1752.887611,-1.390674,0.132488,-0.079740,-0.000000,0.000000,-0.000000
0.200000,0.880000,1.121116,0.080000,-1752.885717,-1.390991,0.132827,-0.135322,-0.000000,0.000000,-0.000000
0.280000,0.880000,1.120402,0.080000,-1752.882973,-1.391120,0.132991,-0.194568,-0.000000,0.000000,-0.000000
0.360000,0.880000,1.120045,0.080000,-1752.879379,-1.390619,0.132539,-0.259004,-0.000000,0.000000,-0.000000
0.440000,0.880000,1.120045,0.080000,-1752.874937,-1.388854,0.130840,-0.330214,-0.000000,0.000000,-0.000000
0.520000,0.880000,1.120402,0.080000,-1752.869660,-1.384954,0.127025,-0.409843,-0.000000,0.000000,-0.000000
0.600000,0.880000,1.121116,0.080000,-1752.863572,-1.377759,0.119939,-0.499599,-0.000000,0.000000,-0.000000
0.680000,0.880000,1.120402,0.080000,-1752.856719,-1.365747,0.108065,-0.601233,-0.000000,0.000000,-0.000000
0.760000,0.880000,1.120045,0.080000,-1752.849180,-1.346950,0.089440,-0.716511,-0.000000,0.000000,-0.000000
0.840000,0.880000,1.120045,0.080000,-1752.841075,-1.318846,0.061550,-0.847145,-0.000000,0.000000,-0.000000
0.920000,0.880000,1.120402,0.080000,-1752.832585,-1.278242,0.021210,-0.994700,-0.000000,0.000000,-0.000000
1.000000,0.880000,1.121116,0.080000,-1752.823971,-1.221140,-0.035573,-1.160435,-0.000000,0.000000,-0.000000
1.080000,0.880000,1.120402,0.080000,-1752.815601,-1.142599,-0.113730,-1.345084,-0.000000,0.000000,-0.000000
1.160000,0.880000,1.120045,0.080000,-1752.807977,-1.036621,-0.219257,-1.548535,-0.000000,0.000000,-0.000000
1.240000,0.880000,1.120045,0.080000,-1752.801782,-0.896070,-0.359289,-1.769399,-0.000000,0.000000,-0.000000
1.320000,0.880000,1.120402,0.080000,-1752.797917,-0.712698,-0.542087,-2.004447,-0.000000,-0.000000,-0.000000
1.400000,0.880000,1.100409,0.080000,-1752.797558,-0.477328,-0.776854,-2.247894,-0.000000,-0.000000,-0.000000
1.480000,0.880000,1.020441,0.080000,-1752.802216,-0.180303,-1.073292,-2.490561,0.000000,-0.000000,-0.000000
1.560000,0.880000,0.940479,0.080000,-1752.813793,0.187664,-1.440772,-2.718966,0.000000,-0.000000,-0.000000
1.640000,0.880000,0.860523,0.080000,-1752.834648,0.634129,-1.886965,-2.914487,0.000000,-0.000000,-0.000000
1.720000,0.880000,0.780577,0.080000,-1752.867639,1.162896,-2.415834,-3.052826,0.000000,-0.000000,-0.000000
1.800000,0.880000,0.700643,0.080000,-1752.916149,1.771334,-3.024937,-3.104161,0.000000,-0.000000,-0.000000
1.880000,0.880000,0.620725,0.080000,-1752.984067,2.447165,-3.702192,-3.034469,0.000000,-0.000000,-0.000000
1.960000,0.880000,0.540833,0.080000,-1753.075711,3.171856,-4.445383,-2.802829,0.000000,-0.000000,-0.000000
2.040000,0.880000,0.460977,0.080000,-1753.195661,3.892935,-5.161932,-2.399851,0.000000,-0.000000,-0.000000
2.120000,0.880000,0.381182,0.080000,-1753.348504,4.560518,-5.834944,-1.774408,0.000000,-0.000000,-0.000000
-2.120000,0.960000,0.380132,0.080000,-1753.177789,5.352477,-6.628589,2.511989,0.000000,-0.000000,0.000000
-2.040000,0.960000,0.460109,0.080000,-1753.040384,4.435565,-5.706852,3.221346,0.000000,-0.000000,0.000000
-1.960000,0.960000,0.540093,0.080000,-1752.939333,3.483114,-4.759509,3.633604,0.000000,-0.000000,0.000000
-1.880000,0.960000,0.620081,0.080000,-1752.868579,2.562063,-3.814448,3.821617,0.000000,-0.000000,0.000000
-1.800000,0.960000,0.700071,0.080000,-1752.822299,1.734983,-2.986012,3.813250,0.000000,-0.000000,0.000000
-1.720000,0.960000,0.780064,0.080000,-1752.795209,1.017640,-2.268322,3.667016,0.000000,-0.000000,0.000000
-1.640000,0.960000,0.860058,0.080000,-1752.782721,0.417320,-1.668325,3.429793,0.000000,-0.000000,0.000000
-1.560000,0.960000,0.940053,0.080000,-1752.780992,-0.070286,-1.181427,3.139924,0.000000,-0.000000,0.000000
-1.480000,0.960000,1.020049,0.080000,-1752.786897,-0.456212,-0.796381,2.826596,-0.000000,-0.000000,0.000000
-1.400000,0.960000,1.041201,0.080000,-1752.797961,-0.754562,-0.498942,2.510629,-0.000000,-0.000000,0.000000
-1.320000,0.960000,1.040433,0.080000,-1752.812271,-0.980070,-0.274293,2.205900,-0.000000,0.000000,0.000000
-1.240000,0.960000,1.040048,0.080000,-1752.828379,-1.146640,-0.108486,1.920899,-0.000000,0.000000,0.000000
-1.160000,0.960000,1.040048,0.080000,-1752.845214,-1.266605,0.010825,1.660166,-0.000000,0.000000,0.000000
-1.080000,0.960000,1.040433,0.080000,-1752.862005,-1.350452,0.094128,1.425479,-0.000000,0.000000,0.000000
-1.000000,0.960000,1.041201,0.080000,-1752.878214,-1.406836,0.150068,1.216773,-0.000000,0.000000,0.000000
-0.920000,0.960000,1.040433,0.080000,-1752.893477,-1.442738,0.185611,1.032824,-0.000000,0.000000,0.000000
-0.840000,0.960000,1.040048,0.080000,-1752.907563,-1.463688,0.206275,0.871733,-0.000000,0.000000,0.000000
-0.760000,0.960000,1.040048,0.080000,-1752.920337,-1.474007,0.216369,0.731255,-0.000000,0.000000,0.000000
-0.680000,0.960000,1.040433,0.080000,-1752.931730,-1.477030,0.219216,0.609016,-0.000000,0.000000,0.000000
-0.600000,0.960000,1.041201,0.080000,-1752.941724,-1.475304,0.217352,0.502646,-0.000000,0.000000,0.000000
-0.520000,0.960000,1.040433,0.080000,-1752.950330,-1.470756,0.212698,0.409857,-0.000000,0.000000,0.000000
-0.440000,0.960000,1.040048,0.080000,-1752.957574,-1.464828,0.206688,0.328483,-0.000000,0.000000,0.000000
-0.360000,0.960000,1.040048,0.080000,-1752.963497,-1.458587,0.200386,0.256490,-0.000000,0.000000,0.000000
-0.280000,0.960000,1.040433,0.080000,-1752.968136,-1.452811,0.194564,0.191973,-0.000000,0.000000,0.000000
-0.200000,0.960000,1.041201,0.080000,-1752.971529,-1.448052,0.189774,0.133145,-0.000000,0.000000,0.000000
-0.120000,0.960000,1.040433,0.080000,-1752.973707,-1.444687,0.186389,0.078310,-0.000000,0.000000,0.000000
-0.040000,0.960000,1.040048,0.080000,-1752.974691,-1.442949,0.184641,0.025842,-0.000000,0.000000,0.000000
0.040000,0.960000,1.040048,0.080000,-1752.974492,-1.442949,0.184641,-0.025841,-0.000000,0.000000,-0.000000
0.120000,0.960000,1.040433,0.080000,-1752.973110,-1.444687,0.186388,-0.078308,-0.000000,0.000000,-0.000000
0.200000,0.960000,1.041201,0.080000,-1752.970534,-1.448052,0.189773,-0.133143,-0.000000,0.000000,-0.000000
0.280000,0.960000,1.040433,0.080000,-1752.966742,-1.452810,0.194563,-0.191971,-0.000000,0.000000,-0.000000
0.360000,0.960000,1.040048,0.080000,-1752.961704,-1.458586,0.200385,-0.256487,-0.000000,0.000000,-0.000000
0.440000,0.960000,1.040048,0.080000,-1752.955384,-1.464827,0.206687,-0.328480,-0.000000,0.000000,-0.000000
0.520000,0.960000,1.040433,0.080000,-1752.947741,-1.470755,0.212696,-0.409854,-0.000000,0.000000,-0.000000
0.600000,0.960000,1.041201,0.080000,-1752.938738,-1.475303,0.217351,-0.502642,-0.000000,0.000000,-0.000000
0.680000,0.960000,1.040433,0.080000,-1752.928345,-1.477028,0.219214,-0.609011,-0.000000,0.000000,-0.000000
0.760000,0.960000,1.040048,0.080000,-1752.916554,-1.474005,0.216367,-0.731249,-0.000000,0.000000,-0.000000
0.840000,0.960000,1.040048,0.080000,-1752.903382,-1.463686,0.206274,-0.871725,-0.000000,0.000000,-0.000000
0.920000,0.960000,1.040433,0.080000,-1752.888898,-1.442736,0.185609,-1.032815,-0.000000,0.000000,-0.000000
1.000000,0.960000,1.041201,0.080000,-1752.873237,-1.406835,0.150066,-1.216762,-0.000000,0.000000,-0.000000
1.080000,0.960000,1.040433,0.080000,-1752.856630,-1.350451,0.094127,-1.425467,-0.000000,0.000000,-0.000000
1.160000,0.960000,1.040048,0.080000,-1752.839440,-1.266604,0.010825,-1.660152,-0.000000,0.000000,-0.000000
1.240000,0.960000,1.040048,0.080000,-1752.822207,-1.146641,-0.108485,-1.920883,-0.000000,0.000000,-0.000000
1.320000,0.960000,1.040433,0.080000,-1752.805701,-0.980072,-0.274291,-2.205881,-0.000000,0.000000,-0.000000
1.400000,0.960000,1.041201,0.080000,-1752.790993,-0.754565,-0.498939,-2.510609,-0.000000,-0.000000,-0.000000
1.480000,0.960000,1.020049,0.080000,-1752.779530,-0.456218,-0.796375,-2.826572,-0.000000,-0.000000,-0.000000
1.560000,0.960000,0.940053,0.080000,-1752.773227,-0.070295,-1.181418,-3.139898,0.000000,-0.000000,-0.000000
1.640000,0.960000,0.860058,0.080000,-1752.774558,0.417307,-1.668313,-3.429765,0.000000,-0.000000,-0.000000
1.720000,0.960000,0.780064,0.080000,-1752.786648,1.017622,-2.268304,-3.666985,0.000000,-0.000000,-0.000000
1.800000,0.960000,0.700071,0.080000,-1752.813339,1.734959,-2.985989,-3.813217,0.000000,-0.000000,-0.000000
1.880000,0.960000,0.620081,0.080000,-1752.859220,2.562034,-3.814418,-3.821584,0.000000,-0.000000,-0.000000
1.960000,0.960000,0.540093,0.080000,-1752.929576,3.483077,-4.759472,-3.633572,0.000000,-0.000000,-0.000000
2.040000,0.960000,0.460109,0.080000,-1753.030228,4.435520,-5.706807,-3.221317,0.000000,-0.000000,-0.000000
2.120000,0.960000,0.380132,0.080000,-1753.167234,5.352425,-6.628537,-2.511965,0.000000,-0.000000,-0.000000
-2.120000,1.040000,0.380132,0.080000,-1752.962246,6.275255,-7.558265,3.554532,0.000000,-0.000000,0.000000
-2.040000,1.040000,0.460109,0.080000,-1752.846610,5.009801,-6.283590,4.328463,0.000000,-0.000000,0.000000
-1.960000,1.040000,0.540093,0.080000,-1752.770991,3.752584,-5.031895,4.708246,0.000000,-0.000000,0.000000
-1.880000,1.040000,0.620081,0.080000,-1752.727396,2.587932,-3.836323,4.799044,0.000000,-0.000000,0.000000
-1.800000,1.040000,0.700071,0.080000,-1752.708464,1.585998,-2.833446,4.659181,0.000000,-0.000000,0.000000
-1.720000,1.040000,0.780064,0.080000,-1752.707789,0.753442,-2.001208,4.370698,0.000000,-0.000000,0.000000
-1.640000,1.040000,0.860058,0.080000,-1752.720041,0.086704,-1.335507,3.996174,0.000000,-0.000000,0.000000
-1.560000,1.040000,0.940053,0.080000,-1752.740948,-0.430403,-0.819755,3.582921,-0.000000,-0.000000,0.000000
-1.480000,1.040000,0.960469,0.080000,-1752.767193,-0.819781,-0.431789,3.164101,-0.000000,-0.000000,0.000000
-1.400000,1.040000,0.961301,0.080000,-1752.796276,-1.104486,-0.148400,2.761228,-0.000000,0.000000,0.000000
-1.320000,1.040000,0.960469,0.080000,-1752.826369,-1.306109,0.052071,2.386966,-0.000000,0.000000,0.000000
-1.240000,1.040000,0.960052,0.080000,-1752.856174,-1.443505,0.188500,2.047670,-0.000000,0.000000,0.000000
-1.160000,1.040000,0.960052,0.080000,-1752.884808,-1.532401,0.276609,1.745447,-0.000000,0.000000,0.000000
-1.080000,1.040000,0.960469,0.080000,-1752.911697,-1.585492,0.329073,1.479700,-0.000000,0.000000,0.000000
-1.000000,1.040000,0.961301,0.080000,-1752.936498,-1.612778,0.355866,1.248240,-0.000000,0.000000,0.000000
-0.920000,1.040000,0.960469,0.080000,-1752.959034,-1.621987,0.364693,1.048031,-0.000000,0.000000,0.000000
-0.840000,1.040000,0.960052,0.080000,-1752.979245,-1.619000,0.361411,0.875684,-0.000000,0.000000,0.000000
-0.760000,1.040000,0.960052,0.080000,-1752.997149,-1.608232,0.350418,0.727760,-0.000000,0.000000,0.000000
-0.680000,1.040000,0.960469,0.080000,-1753.012813,-1.592962,0.334977,0.600942,-0.000000,0.000000,0.000000
-0.600000,1.040000,0.961301,0.080000,-1753.026335,-1.575595,0.317480,0.492130,-0.000000,0.000000,0.000000
-0.520000,1.040000,0.960469,0.080000,-1753.037825,-1.557880,0.299667,0.398478,-0.000000,0.000000,0.000000
-0.440000,1.040000,0.960052,0.080000,-1753.047396,-1.541070,0.282785,0.317392,-0.000000,0.000000,0.000000
-0.360000,1.040000,0.960052,0.080000,-1753.055157,-1.526056,0.267717,0.246517,-0.000000,0.000000,0.000000
-0.280000,1.040000,0.960469,0.080000,-1753.061202,-1.513458,0.255080,0.183705,-0.000000,0.000000,0.000000
-0.200000,1.040000,0.961301,0.080000,-1753.065613,-1.503699,0.245295,0.126984,-0.000000,0.000000,0.000000
-0.120000,1.040000,0.960469,0.080000,-1753.068451,-1.497057,0.238635,0.074517,-0.000000,0.000000,0.000000
-0.040000,1.040000,0.960052,0.080000,-1753.069760,-1.493696,0.235267,0.024562,-0.000000,0.000000,0.000000
0.040000,1.040000,0.960052,0.080000,-1753.069561,-1.493696,0.235267,-0.024561,-0.000000,0.000000,-0.000000
0.120000,1.040000,0.960469,0.080000,-1753.067854,-1.497056,0.238635,-0.074515,-0.000000,0.000000,-0.000000
0.200000,1.040000,0.961301,0.080000,-1753.064617,-1.503699,0.245294,-0.126983,-0.000000,0.000000,-0.000000
0.280000,1.040000,0.960469,0.080000,-1753.059808,-1.513457,0.255079,-0.183703,-0.000000,0.000000,-0.000000
0.360000,1.040000,0.960052,0.080000,-1753.053365,-1.526055,0.267716,-0.246514,-0.000000,0.000000,-0.000000
